rank,run_id,volume_lookback,spike_multiplier,exit_volume_ratio,exit_bars,step_weight,max_abs_weight,return_pct,final_equity,max_drawdown_pct,trades,total_fees,sharpe_per_bar,candles,start_time_utc,end_time_utc,strategy,network,coins,interval,initial_cash
480,395,5,4,0.4,4,0.08,0.15,-1.08634597,9891.36540292,-1.31895223,408,124.21398968,-0.03135046,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
481,123,3,3.5,0.4,4,0.05,0.15,-1.09004518,9890.99548209,-1.2684613,449,89.3225659,-0.03494359,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
482,624,8,4,0.5,3,0.08,0.3,-1.09317618,9890.68238199,-2.2105871,651,198.4551477,-0.0157896,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
483,304,5,3,0.5,4,0.05,0.3,-1.10271805,9889.72819536,-1.7748683,738,147.22389204,-0.01834009,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
484,315,5,3,0.6,3,0.05,0.15,-1.10619887,9889.38011281,-1.5832431,656,130.22576037,-0.03379029,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
485,749,13,3,0.6,3,0.08,0.15,-1.10926278,9889.07372212,-1.42802554,423,127.95095972,-0.03136595,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
486,401,5,4,0.5,2,0.08,0.15,-1.11166554,9888.83344636,-1.40882647,544,164.78587814,-0.03179764,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
487,453,8,2.5,0.5,2,0.05,0.15,-1.11402323,9888.59767652,-1.33809696,815,162.38869903,-0.03474376,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
488,496,8,3,0.4,3,0.05,0.3,-1.11482179,9888.51782149,-1.95950311,805,159.95614119,-0.01776903,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
489,161,3,3.5,0.6,4,0.08,0.15,-1.11485586,9888.51441355,-1.18121503,426,129.72569486,-0.03339544,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
490,739,13,3,0.6,2,0.03,0.15,-1.11665257,9888.33474331,-1.22525193,866,103.41479872,-0.03355642,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
491,797,13,3.5,0.6,2,0.08,0.15,-1.11775416,9888.2245838,-1.20629948,426,128.17795061,-0.03008722,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
492,503,8,3,0.4,4,0.08,0.15,-1.11892185,9888.10781528,-1.34030512,426,129.34854319,-0.0320126,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
493,585,8,3.5,0.6,3,0.05,0.15,-1.11903318,9888.09668163,-1.6062586,638,126.68783488,-0.03342704,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
494,475,8,2.5,0.6,3,0.03,0.15,-1.12360721,9887.63927895,-1.48355665,884,105.33962206,-0.03724446,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
495,164,3,4,0.4,2,0.03,0.3,-1.12484497,9887.51550284,-1.72078673,1187,140.69234327,-0.02142782,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
496,747,13,3,0.6,3,0.05,0.15,-1.12689991,9887.31000934,-1.45347308,564,111.97779152,-0.03343084,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
497,303,5,3,0.5,4,0.05,0.15,-1.13087464,9886.91253648,-1.3545263,539,107.42283966,-0.03441623,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
498,249,5,2.5,0.5,4,0.05,0.15,-1.13195621,9886.80437855,-1.29637962,551,109.66787223,-0.03584851,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
499,228,5,2.5,0.4,3,0.08,0.3,-1.13211599,9886.78840136,-2.18691215,670,206.38302055,-0.01834605,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
500,261,5,2.5,0.6,3,0.05,0.15,-1.13271077,9886.72892259,-1.58312219,690,137.0088839,-0.03494257,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
501,714,13,3,0.4,3,0.08,0.3,-1.13331045,9886.66895502,-2.0840532,621,188.57029682,-0.0168285,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
502,851,13,4,0.6,2,0.08,0.15,-1.13662624,9886.33737586,-1.29350247,402,120.82939423,-0.03044218,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
503,579,8,3.5,0.6,2,0.05,0.15,-1.1380605,9886.19395036,-1.36926251,729,144.95032356,-0.03438864,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
504,689,13,2.5,0.6,2,0.08,0.15,-1.14180307,9885.81969294,-1.36389712,532,161.39690193,-0.03237587,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
505,666,13,2.5,0.4,4,0.08,0.3,-1.14324691,9885.67530943,-1.63986178,616,189.44107475,-0.01727775,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
506,137,3,3.5,0.5,3,0.08,0.15,-1.14354093,9885.64590666,-1.48642985,446,135.93695937,-0.03305513,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
507,759,13,3.5,0.4,2,0.05,0.15,-1.14389132,9885.61086828,-1.2293132,599,119.22891898,-0.0319891,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
508,545,8,3.5,0.4,2,0.08,0.15,-1.14628919,9885.3710811,-1.46599412,548,165.01165245,-0.03258123,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
509,145,3,3.5,0.6,2,0.03,0.15,-1.14664364,9885.33563564,-1.25069492,1031,123.06621682,-0.03956613,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
510,243,5,2.5,0.5,3,0.05,0.15,-1.14712292,9885.28770841,-1.54474335,644,128.08575057,-0.03594147,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
511,378,5,3.5,0.6,4,0.08,0.3,-1.14847422,9885.15257775,-1.58206608,670,206.42802557,-0.01765225,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
512,17,3,2.5,0.4,4,0.08,0.15,-1.14900971,9885.09902904,-1.33416482,360,110.63466313,-0.03537282,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
513,87,3,3,0.5,4,0.05,0.15,-1.15036367,9884.9636326,-1.33793229,487,96.97236975,-0.036338,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
514,194,3,4,0.5,4,0.03,0.3,-1.15215244,9884.78475587,-1.32312861,846,100.74207408,-0.02223064,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
515,193,3,4,0.5,4,0.03,0.15,-1.15247078,9884.75292171,-1.30816745,665,79.42414647,-0.03662725,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
516,398,5,4,0.5,2,0.03,0.3,-1.15353649,9884.64635067,-1.46168449,1196,141.91314273,-0.02158987,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
517,54,3,2.5,0.6,4,0.08,0.3,-1.1547253,9884.52746992,-1.62110457,582,180.5948531,-0.02050922,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
518,416,5,4,0.6,2,0.03,0.3,-1.1561946,9884.38053981,-1.53698222,1214,143.8632897,-0.02068328,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
519,324,5,3,0.6,4,0.08,0.3,-1.15848618,9884.1513818,-1.59118426,672,207.01500403,-0.01839986,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
520,452,8,2.5,0.5,2,0.03,0.3,-1.1605533,9883.94466984,-1.48067628,1315,156.23390336,-0.02164096,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
521,345,5,3.5,0.5,2,0.05,0.15,-1.16069043,9883.93095738,-1.4426883,741,147.57416004,-0.03654098,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
522,167,3,4,0.4,2,0.08,0.15,-1.16109434,9883.89056629,-1.44146828,564,171.65875672,-0.0339374,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
523,813,13,4,0.4,2,0.05,0.15,-1.16132014,9883.86798565,-1.30545115,569,113.16263098,-0.03258954,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
524,107,3,3,0.6,4,0.08,0.15,-1.16271182,9883.72881786,-1.21082563,440,134.29867263,-0.03551437,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
525,642,8,4,0.6,3,0.08,0.3,-1.16333978,9883.66602213,-2.30944143,689,209.82126502,-0.01711578,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
526,18,3,2.5,0.4,4,0.08,0.3,-1.16384445,9883.6155553,-1.73580181,470,146.52037851,-0.02066013,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
527,253,5,2.5,0.6,2,0.03,0.15,-1.16574947,9883.4250525,-1.37011784,1109,132.48188695,-0.04096844,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
528,44,3,2.5,0.6,3,0.03,0.3,-1.16940235,9883.05976486,-1.91004063,938,110.97968847,-0.02261046,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
529,288,5,3,0.4,4,0.08,0.3,-1.16980904,9883.01909638,-1.85003353,566,175.06501035,-0.01856911,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
530,513,8,3,0.5,3,0.05,0.15,-1.17028202,9882.97179841,-1.52693075,604,120.13526611,-0.03462699,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
531,299,5,3,0.5,3,0.08,0.15,-1.17141006,9882.85899442,-1.50775651,459,139.75889214,-0.03380289,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
532,327,5,3.5,0.4,2,0.05,0.15,-1.17200027,9882.7999732,-1.55796754,747,148.71925332,-0.03630339,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
533,678,13,2.5,0.5,3,0.08,0.3,-1.17875104,9882.12489645,-2.31016655,675,206.58298148,-0.01784692,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
534,614,8,4,0.5,2,0.03,0.3,-1.18217768,9881.78223225,-1.7250585,1244,147.02431006,-0.02104193,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
535,287,5,3,0.4,4,0.08,0.15,-1.18229672,9881.77032797,-1.41341739,402,122.99855556,-0.03498312,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
536,840,13,4,0.5,3,0.08,0.3,-1.18623255,9881.37674548,-1.99097506,545,165.07931262,-0.01672655,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
537,635,8,4,0.6,2,0.08,0.15,-1.18928421,9881.07157932,-1.38393162,488,146.60041109,-0.03251482,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
538,357,5,3.5,0.5,4,0.05,0.15,-1.19013976,9880.98602437,-1.37548149,559,111.38895909,-0.03577735,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
539,383,5,4,0.4,2,0.08,0.15,-1.19016952,9880.98304781,-1.53332713,540,163.67448141,-0.03418211,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
540,308,5,3,0.6,2,0.03,0.3,-1.19055526,9880.94447379,-1.33589552,1327,158.15096702,-0.02334633,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
541,587,8,3.5,0.6,3,0.08,0.15,-1.19229771,9880.77022911,-1.68488202,477,144.19200809,-0.03356885,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
542,551,8,3.5,0.4,3,0.08,0.15,-1.19340681,9880.65931851,-1.57930829,421,127.19254524,-0.03345518,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
543,341,5,3.5,0.4,4,0.08,0.15,-1.20181921,9879.81807942,-1.43286697,406,123.8593868,-0.03497073,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
544,558,8,3.5,0.4,4,0.08,0.3,-1.20319015,9879.68098519,-1.82480363,630,193.73156052,-0.01831871,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
545,4,3,2.5,0.4,2,0.05,0.3,-1.20477062,9879.52293846,-1.60215215,1020,202.95523267,-0.02215999,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
546,111,3,3.5,0.4,2,0.05,0.15,-1.20553787,9879.44621281,-1.3878778,781,155.48288858,-0.03849673,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
547,569,8,3.5,0.5,3,0.08,0.15,-1.20685646,9879.31435419,-1.65801828,441,133.28560527,-0.03371387,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
548,573,8,3.5,0.5,4,0.05,0.15,-1.21106495,9878.89350536,-1.42596805,549,109.36846719,-0.03559636,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
549,506,8,3,0.5,2,0.03,0.3,-1.21524245,9878.47575455,-1.71166163,1308,155.07305535,-0.02268802,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
550,46,3,2.5,0.6,3,0.05,0.3,-1.21540334,9878.4596665,-2.01598223,833,164.98595175,-0.02302627,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
551,335,5,3.5,0.4,3,0.08,0.15,-1.21601923,9878.39807687,-1.54797649,435,132.21743173,-0.0345015,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
552,801,13,3.5,0.6,3,0.05,0.15,-1.21607109,9878.39289084,-1.62866554,526,104.25842749,-0.03532879,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
553,489,8,3,0.4,2,0.05,0.15,-1.21670866,9878.32913432,-1.53590213,749,149.25492541,-0.03716654,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
554,803,13,3.5,0.6,3,0.08,0.15,-1.21941809,9878.05819148,-1.67416289,387,116.31993929,-0.03390745,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
555,100,3,3,0.6,3,0.05,0.3,-1.21969635,9878.03036506,-2.12490447,831,164.5416948,-0.02200649,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
556,434,8,2.5,0.4,2,0.03,0.3,-1.21980597,9878.01940263,-1.67428895,1276,151.71542992,-0.02241538,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
557,336,5,3.5,0.4,3,0.08,0.3,-1.22154665,9877.84533549,-2.25840469,649,199.12724279,-0.01907571,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
558,45,3,2.5,0.6,3,0.05,0.15,-1.22591647,9877.40835306,-1.51938873,655,130.03573132,-0.040909,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
559,38,3,2.5,0.6,2,0.03,0.3,-1.2332067,9876.6793303,-1.48292772,1247,148.05255585,-0.02449814,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
560,768,13,3.5,0.4,3,0.08,0.3,-1.23758311,9876.2416892,-2.16587877,547,165.52237368,-0.01783928,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
561,761,13,3.5,0.4,2,0.08,0.15,-1.23971086,9876.02891441,-1.32435615,430,129.25652311,-0.03324387,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
562,471,8,2.5,0.6,2,0.05,0.15,-1.2409092,9875.90907956,-1.44573047,835,166.25673143,-0.0387825,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
563,142,3,3.5,0.5,4,0.05,0.3,-1.24221877,9875.77812313,-1.62122048,650,129.29271774,-0.02165897,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
564,233,5,2.5,0.4,4,0.08,0.15,-1.24368229,9875.6317708,-1.37579139,414,126.8314416,-0.03735909,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
565,183,3,4,0.5,2,0.05,0.15,-1.24548838,9875.45116181,-1.35869624,738,146.81979139,-0.03824051,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
566,485,8,2.5,0.6,4,0.08,0.15,-1.24726876,9875.27312395,-1.33266019,466,141.37967393,-0.0362088,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
567,630,8,4,0.5,4,0.08,0.3,-1.24955087,9875.04491268,-1.81347647,656,201.17499143,-0.01800826,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
568,353,5,3.5,0.5,3,0.08,0.15,-1.25036642,9874.9633576,-1.63974217,457,138.75026393,-0.03554485,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
569,363,5,3.5,0.6,2,0.05,0.15,-1.25055886,9874.94411362,-1.4703638,751,149.45520771,-0.03945354,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
570,358,5,3.5,0.5,4,0.05,0.3,-1.25149251,9874.8507487,-1.87821363,780,155.50068095,-0.02052974,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
571,71,3,3,0.4,4,0.08,0.15,-1.25320455,9874.67954456,-1.42749988,364,111.36849166,-0.0384493,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
572,214,3,4,0.6,4,0.05,0.3,-1.25445033,9874.5549667,-1.45003118,748,148.61099306,-0.02029405,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
573,411,5,4,0.5,4,0.05,0.15,-1.25729566,9874.27043374,-1.44273307,563,112.14642215,-0.03755874,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
574,317,5,3,0.6,3,0.08,0.15,-1.25805829,9874.19417059,-1.64731074,511,155.48241652,-0.03613607,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
575,507,8,3,0.5,2,0.05,0.15,-1.2596237,9874.03762974,-1.49348846,765,152.35464817,-0.03843875,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
576,201,3,4,0.6,2,0.05,0.15,-1.26602087,9873.39791321,-1.36787415,748,148.78009852,-0.03953698,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
577,371,5,3.5,0.6,3,0.08,0.15,-1.26896411,9873.10358852,-1.65851628,493,149.44839128,-0.03592618,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
578,215,3,4,0.6,4,0.08,0.15,-1.27423782,9872.57621752,-1.36144897,414,126.2255907,-0.03629363,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
579,35,3,2.5,0.5,4,0.08,0.15,-1.27614497,9872.38550329,-1.4224104,390,119.65434454,-0.0387417,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
580,141,3,3.5,0.5,4,0.05,0.15,-1.2765569,9872.34430998,-1.45170626,493,98.04847591,-0.03954973,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
581,497,8,3,0.4,3,0.08,0.15,-1.27663348,9872.3366521,-1.56984125,441,133.59248767,-0.03614543,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
582,846,13,4,0.5,4,0.08,0.3,-1.27708684,9872.29131586,-1.69850211,644,196.43122829,-0.01836835,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
583,544,8,3.5,0.4,2,0.05,0.3,-1.28003786,9871.99621449,-2.40067097,1064,211.87955678,-0.0210369,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
584,815,13,4,0.4,2,0.08,0.15,-1.28211567,9871.7884329,-1.36585769,402,120.73384477,-0.03433519,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
585,290,5,3,0.5,2,0.03,0.3,-1.28541488,9871.45851245,-1.4591424,1305,155.12722665,-0.02539862,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
586,227,5,2.5,0.4,3,0.08,0.15,-1.28695211,9871.30478901,-1.60001176,473,144.64438261,-0.03785316,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
587,856,13,4,0.6,3,0.05,0.3,-1.29014631,9870.98536908,-2.15306324,801,158.30706908,-0.01919161,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
588,668,13,2.5,0.5,2,0.03,0.3,-1.29179315,9870.82068488,-1.51853934,1205,142.39000979,-0.02339229,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
589,531,8,3,0.6,3,0.05,0.15,-1.29503323,9870.49667669,-1.64466656,674,133.79027067,-0.03906203,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
590,390,5,4,0.4,3,0.08,0.3,-1.29832887,9870.16711254,-2.38565504,635,194.07044794,-0.01983324,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,ETH,1m,10000.0
