rank,run_id,volume_lookback,spike_multiplier,exit_volume_ratio,exit_bars,step_weight,max_abs_weight,return_pct,final_equity,max_drawdown_pct,trades,total_fees,sharpe_per_bar,candles,start_time_utc,end_time_utc,strategy,network,coins,interval,initial_cash
1,821,13,4,0.4,3,0.08,0.15,-3.71608273,9628.39172691,-4.15265379,1215,403.22773465,-0.10016587,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
2,863,13,4,0.6,4,0.08,0.15,-3.79719521,9620.28047924,-3.81224399,1396,456.6009255,-0.09341102,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
3,833,13,4,0.5,2,0.08,0.15,-3.89828718,9610.17128188,-3.90244766,1455,475.25851876,-0.10757389,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
4,839,13,4,0.5,3,0.08,0.15,-3.91235278,9608.76472232,-4.27138776,1260,420.00790088,-0.10512845,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
5,809,13,3.5,0.6,4,0.08,0.15,-3.97047916,9602.95208441,-3.98550083,1462,479.95639249,-0.09950852,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
6,851,13,4,0.6,2,0.08,0.15,-4.03243775,9596.75622467,-4.03576253,1468,479.43504783,-0.10898191,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
7,819,13,4,0.4,3,0.05,0.15,-4.03259183,9596.74081664,-4.2921369,1585,451.77881608,-0.1193821,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
8,857,13,4,0.6,3,0.08,0.15,-4.05491502,9594.50849841,-4.32639266,1378,454.10629893,-0.10932411,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
9,827,13,4,0.4,4,0.08,0.15,-4.12386904,9587.61309645,-4.16141847,1358,444.89215593,-0.10262504,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
10,785,13,3.5,0.5,3,0.08,0.15,-4.24151824,9575.84817562,-4.34296151,1435,476.49444357,-0.11349828,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
11,837,13,4,0.5,3,0.05,0.15,-4.31426779,9568.5732208,-4.49833742,1635,465.71768448,-0.12705409,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
12,755,13,3,0.6,4,0.08,0.15,-4.32285593,9567.71440742,-4.32528281,1567,516.00062292,-0.12089492,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
13,861,13,4,0.6,4,0.05,0.15,-4.32973377,9567.02662329,-4.33996802,1794,511.92142017,-0.12015502,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
14,845,13,4,0.5,4,0.08,0.15,-4.33982573,9566.01742682,-4.35478963,1392,455.39017966,-0.10660295,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
15,791,13,3.5,0.5,4,0.08,0.15,-4.42745771,9557.2542286,-4.4424079,1448,476.72553102,-0.11203859,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
16,803,13,3.5,0.6,3,0.08,0.15,-4.44602176,9555.39782387,-4.50573832,1526,502.74791491,-0.12018413,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
17,855,13,4,0.6,3,0.05,0.15,-4.47850541,9552.14945863,-4.54066657,1787,511.63040401,-0.13518932,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
18,773,13,3.5,0.4,4,0.08,0.15,-4.48046612,9551.95338804,-4.5154048,1393,456.18512306,-0.11375293,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
19,767,13,3.5,0.4,3,0.08,0.15,-4.49825995,9550.17400533,-4.57466089,1380,452.7026181,-0.12385813,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
20,849,13,4,0.6,2,0.05,0.15,-4.51005866,9548.99413397,-4.53205017,1918,536.5749946,-0.13619425,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
21,815,13,4,0.4,2,0.08,0.15,-4.534645,9546.53550027,-4.53808459,1447,475.84080969,-0.12699401,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
22,647,8,4,0.6,4,0.08,0.15,-4.58730969,9541.26903139,-4.61736527,1570,514.95409363,-0.13443346,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
23,817,13,4,0.4,3,0.03,0.15,-4.62083919,9537.91608087,-4.71632817,2285,513.86228313,-0.14386226,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
24,623,8,4,0.5,3,0.08,0.15,-4.63856454,9536.14354633,-4.7729273,1506,496.55268389,-0.12616054,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
25,749,13,3,0.6,3,0.08,0.15,-4.68033025,9531.96697548,-4.71173928,1759,582.24395364,-0.12554109,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
26,831,13,4,0.5,2,0.05,0.15,-4.6818329,9531.81670972,-4.68894524,1921,540.17945045,-0.14358715,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
27,593,8,3.5,0.6,4,0.08,0.15,-4.70736518,9529.26348186,-4.74133295,1703,555.81832379,-0.1363722,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
28,719,13,3,0.4,4,0.08,0.15,-4.70929246,9529.07075378,-4.72040532,1507,493.98677113,-0.12712522,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
29,835,13,4,0.5,3,0.03,0.15,-4.70949899,9529.05010091,-4.80927935,2362,533.07847347,-0.15065345,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
30,605,8,4,0.4,3,0.08,0.15,-4.71285508,9528.71449171,-4.7213346,1487,487.42636588,-0.13478704,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
31,753,13,3,0.6,4,0.05,0.15,-4.71422365,9528.57763516,-4.71547813,1991,577.05875242,-0.1362048,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
32,779,13,3.5,0.5,2,0.08,0.15,-4.73926528,9526.07347168,-4.75110759,1609,525.0912368,-0.12837111,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
33,783,13,3.5,0.5,3,0.05,0.15,-4.74190588,9525.80941242,-4.83903199,1838,526.45314497,-0.13919517,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
34,807,13,3.5,0.6,4,0.05,0.15,-4.78215042,9521.78495806,-4.79233628,1858,535.75014267,-0.13096708,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
35,765,13,3.5,0.4,3,0.05,0.15,-4.79210242,9520.78975799,-4.88188754,1768,505.19750012,-0.13937283,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
36,635,8,4,0.6,2,0.08,0.15,-4.84118506,9515.88149434,-4.96903624,1715,561.54925575,-0.13166859,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
37,431,5,4,0.6,4,0.08,0.15,-4.84443175,9515.55682522,-4.88210134,1730,555.53192201,-0.13649021,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
38,69,3,3,0.4,4,0.05,0.15,-4.89798983,9510.20101697,-4.89798983,1811,549.8050607,-0.15926001,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
39,731,13,3,0.5,3,0.08,0.15,-4.90002232,9509.99776817,-4.93546559,1691,557.71868747,-0.13210885,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
40,603,8,4,0.4,3,0.05,0.15,-4.90104207,9509.89579271,-4.9137288,1883,536.79125424,-0.15167944,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
41,737,13,3,0.5,4,0.08,0.15,-4.91523997,9508.47600275,-4.91765183,1525,500.57426429,-0.1408038,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
42,713,13,3,0.4,3,0.08,0.15,-4.92574383,9507.42561733,-4.95130955,1573,519.81486984,-0.13798901,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
43,621,8,4,0.5,3,0.05,0.15,-4.93526312,9506.47368811,-4.97003435,1915,541.26378695,-0.14930183,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
44,813,13,4,0.4,2,0.05,0.15,-4.97753232,9502.24676785,-4.98362028,1920,544.99169537,-0.15030015,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
45,825,13,4,0.4,4,0.05,0.15,-4.98251863,9501.74813734,-5.02618013,1759,509.42187356,-0.13684829,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
46,797,13,3.5,0.6,2,0.08,0.15,-4.99037227,9500.96277347,-4.99366385,1636,534.05040624,-0.13275537,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
47,645,8,4,0.6,4,0.05,0.15,-5.00308287,9499.69171322,-5.03196463,1974,569.25584478,-0.15205509,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
48,175,3,4,0.4,4,0.03,0.15,-5.0640371,9493.59628967,-5.07193654,2287,544.30324478,-0.16686225,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
49,591,8,3.5,0.6,4,0.05,0.15,-5.08267771,9491.73222929,-5.10418261,2106,613.28379753,-0.1543802,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
50,761,13,3.5,0.4,2,0.08,0.15,-5.09095086,9490.90491438,-5.0943704,1594,522.90998382,-0.14117889,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
51,389,5,4,0.4,3,0.08,0.15,-5.09505602,9490.4943979,-5.11770918,1572,513.53538408,-0.15031183,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
52,853,13,4,0.6,3,0.03,0.15,-5.09721272,9490.27872765,-5.10990724,2572,586.85058642,-0.16960261,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
53,387,5,4,0.4,3,0.05,0.15,-5.10400229,9489.59977057,-5.12467375,1911,552.72555391,-0.16004654,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
54,801,13,3.5,0.6,3,0.05,0.15,-5.11142822,9488.85717848,-5.12955618,1950,562.20625734,-0.15579194,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
55,121,3,3.5,0.4,4,0.03,0.15,-5.13000513,9486.99948673,-5.14476205,2297,575.71557574,-0.1703712,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
56,747,13,3,0.6,3,0.05,0.15,-5.13136118,9486.86388232,-5.16080407,2179,633.81095351,-0.15032093,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
57,179,3,4,0.4,4,0.08,0.15,-5.18168454,9481.83154625,-5.20693187,1470,480.45745194,-0.15120246,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
58,429,5,4,0.6,4,0.05,0.15,-5.18250319,9481.74968123,-5.21553075,2093,611.46678298,-0.15573685,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
59,71,3,3,0.4,4,0.08,0.15,-5.18632928,9481.36707249,-5.18822686,1551,502.67337561,-0.15415666,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
60,633,8,4,0.6,2,0.05,0.15,-5.19594464,9480.40553558,-5.3033112,2205,628.50482976,-0.15495239,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
61,125,3,3.5,0.4,4,0.08,0.15,-5.22439435,9477.56056537,-5.22629117,1508,489.05620014,-0.15926259,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
62,729,13,3,0.5,3,0.05,0.15,-5.2257698,9477.42302044,-5.25936772,2114,615.43481713,-0.15412468,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
63,407,5,4,0.5,3,0.08,0.15,-5.22866592,9477.13340782,-5.31783881,1634,538.00439475,-0.14143004,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
64,601,8,4,0.4,3,0.03,0.15,-5.24154218,9475.84578195,-5.26295746,2583,590.44387511,-0.17377557,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
65,123,3,3.5,0.4,4,0.05,0.15,-5.25119225,9474.88077525,-5.25119225,1761,526.2964535,-0.17323917,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
66,711,13,3,0.4,3,0.05,0.15,-5.25301086,9474.69891372,-5.28220377,1975,573.53186701,-0.150868,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
67,539,8,3,0.6,4,0.08,0.15,-5.2555069,9474.44930959,-5.28927928,1907,615.44121223,-0.14498708,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
68,735,13,3,0.5,4,0.05,0.15,-5.25963932,9474.03606753,-5.26088662,1942,565.12739099,-0.15277146,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
69,67,3,3,0.4,4,0.03,0.15,-5.26487378,9473.5126216,-5.27960972,2351,593.63674353,-0.18189969,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
70,771,13,3.5,0.4,4,0.05,0.15,-5.26718283,9473.28171731,-5.31071352,1768,510.31549934,-0.14327414,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
71,707,13,3,0.4,2,0.08,0.15,-5.27140236,9472.85976366,-5.27140236,1744,576.3357666,-0.15181362,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
72,843,13,4,0.5,4,0.05,0.15,-5.27503748,9472.49625245,-5.28517061,1802,520.12312043,-0.15000448,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
73,551,8,3.5,0.4,3,0.08,0.15,-5.2752636,9472.47363967,-5.28369307,1639,532.72058095,-0.14825695,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
74,619,8,4,0.5,3,0.03,0.15,-5.27681932,9472.31806812,-5.31185965,2657,605.9053845,-0.16896072,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
75,789,13,3.5,0.5,4,0.05,0.15,-5.27794668,9472.20533152,-5.28807951,1858,542.82282807,-0.15275426,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
76,15,3,2.5,0.4,4,0.05,0.15,-5.28516366,9471.48363404,-5.296587,1813,557.91009446,-0.17428561,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
77,781,13,3.5,0.5,3,0.03,0.15,-5.28541502,9471.45849756,-5.38459233,2643,604.08221812,-0.16219117,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
78,287,5,3,0.4,4,0.08,0.15,-5.31738617,9468.26138256,-5.32965744,1710,558.90773771,-0.1560603,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
79,549,8,3.5,0.4,3,0.05,0.15,-5.34042836,9465.95716386,-5.3462316,2019,577.91095668,-0.16478455,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
80,599,8,4,0.4,2,0.08,0.15,-5.34835883,9465.16411676,-5.35650961,1689,552.5473541,-0.15169916,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
81,701,13,2.5,0.6,4,0.08,0.15,-5.35129824,9464.87017635,-5.38097473,1791,585.649669,-0.14498078,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
82,629,8,4,0.5,4,0.08,0.15,-5.36871963,9463.12803712,-5.37457316,1536,504.24497203,-0.15288034,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
83,569,8,3.5,0.5,3,0.08,0.15,-5.3763317,9462.3668304,-5.43944705,1689,555.67875237,-0.14788526,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
84,13,3,2.5,0.4,4,0.03,0.15,-5.3787922,9462.12077957,-5.38953696,2263,575.66869285,-0.18497788,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
85,699,13,2.5,0.6,4,0.05,0.15,-5.3812189,9461.87810953,-5.39950871,2183,638.2220677,-0.1556532,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
86,641,8,4,0.6,3,0.08,0.15,-5.42339136,9457.66086377,-5.49281804,1642,531.59867801,-0.14833887,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
87,597,8,4,0.4,2,0.05,0.15,-5.4308083,9456.91916973,-5.43589826,2174,617.06494661,-0.1696652,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
88,617,8,4,0.5,2,0.08,0.15,-5.43888537,9456.1114632,-5.47370038,1720,560.74619951,-0.15445896,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
89,725,13,3,0.5,2,0.08,0.15,-5.45470175,9454.52982455,-5.45470175,1804,591.65079476,-0.15587887,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
90,611,8,4,0.4,4,0.08,0.15,-5.45862258,9454.1377417,-5.49320348,1433,468.54628085,-0.15664694,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
91,537,8,3,0.6,4,0.05,0.15,-5.47562325,9452.43767517,-5.49703913,2314,667.94253084,-0.16920353,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
92,717,13,3,0.4,4,0.05,0.15,-5.47902759,9452.0972408,-5.4877312,1914,554.59034577,-0.15755545,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
93,161,3,3.5,0.6,4,0.08,0.15,-5.48805234,9451.19476584,-5.53281921,1843,595.36187023,-0.15692863,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
94,763,13,3.5,0.4,3,0.03,0.15,-5.53764148,9446.2358518,-5.63221261,2557,583.76850185,-0.16956244,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
95,395,5,4,0.4,4,0.08,0.15,-5.54460485,9445.53951506,-5.56438195,1560,503.54378928,-0.16824558,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
96,777,13,3.5,0.5,2,0.05,0.15,-5.55219748,9444.78025234,-5.55924487,2075,588.55647423,-0.17158916,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
97,177,3,4,0.4,4,0.05,0.15,-5.55660729,9444.33927054,-5.57638835,1735,508.84473729,-0.18368399,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
98,575,8,3.5,0.5,4,0.08,0.15,-5.56540998,9443.45900182,-5.56688317,1637,532.77420605,-0.16120579,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
99,615,8,4,0.5,2,0.05,0.15,-5.60682233,9439.31776745,-5.6128985,2211,629.68857726,-0.17377325,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
100,393,5,4,0.4,4,0.05,0.15,-5.60888619,9439.1113807,-5.64216602,1873,540.52722248,-0.1814778,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
101,17,3,2.5,0.4,4,0.08,0.15,-5.61034689,9438.96531095,-5.6160859,1638,525.47387145,-0.16993939,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
102,581,8,3.5,0.6,2,0.08,0.15,-5.61076948,9438.9230515,-5.76365674,1903,622.47663391,-0.15401604,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
103,639,8,4,0.6,3,0.05,0.15,-5.62447926,9437.55207408,-5.62716311,2059,581.57135635,-0.16631219,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
