rank,run_id,max_abs_weight,volume_lookback,spike_multiplier,volume_drop_ratio,pullback_tolerance_pct,breakout_buffer_pct,step_weight,return_pct,final_equity,max_drawdown_pct,trades,total_fees,sharpe_per_bar,candles,start_time_utc,end_time_utc,strategy,network,coins,interval,initial_cash
272,1268,1,8,4,0.5,0.8,0.1,0.2,-1.11550904,9888.44909589,-1.89103877,110,98.18106128,-0.02325788,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
273,67,1,2,2,0.65,0.5,0.05,0.1,-1.11820321,9888.17967894,-2.09558609,360,161.98584827,-0.01739835,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
274,76,1,2,2,0.65,0.8,0.05,0.1,-1.11820321,9888.17967894,-2.09558609,360,161.98584827,-0.01739835,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
275,818,1,5,3,0.35,0.3,0.1,0.2,-1.11890775,9888.10922522,-2.68295349,153,135.18800068,-0.01252724,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
276,1090,1,8,2.5,0.5,0.5,0,0.1,-1.11932239,9888.06776096,-1.33356223,219,116.47081095,-0.02953768,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
277,863,1,5,3,0.5,0.8,0.1,0.2,-1.12133594,9887.8664061,-2.76884082,167,159.68517552,-0.01434832,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
278,854,1,5,3,0.5,0.5,0.1,0.2,-1.12287496,9887.71250358,-2.76884082,166,158.10220335,-0.01447997,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
279,627,1,3,4,0.65,0.3,0.05,0.3,-1.1289009,9887.10991,-1.83242256,151,193.70376367,-0.01399707,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
280,588,1,3,4,0.35,0.8,0,0.3,-1.12944814,9887.05518637,-2.47083526,158,224.24710447,-0.01248593,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
281,573,1,3,4,0.35,0.3,0.05,0.3,-1.13014131,9886.98586918,-2.40072246,139,176.93598145,-0.01340566,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
282,582,1,3,4,0.35,0.5,0.05,0.3,-1.13014131,9886.98586918,-2.40072246,139,176.93598145,-0.01340566,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
283,313,1,2,4,0.65,0.5,0.1,0.1,-1.1332349,9886.67651021,-1.33025135,174,82.09576342,-0.03133364,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
284,322,1,2,4,0.65,0.8,0.1,0.1,-1.1332349,9886.67651021,-1.33025135,174,82.09576342,-0.03133364,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
285,304,1,2,4,0.65,0.3,0.1,0.1,-1.1400757,9885.99242972,-1.33025135,173,81.30483054,-0.03185745,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
286,1210,1,8,3,0.65,0.8,0.05,0.1,-1.15109061,9884.89093888,-1.53986498,165,82.26879628,-0.0331291,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
287,58,1,2,2,0.65,0.3,0.05,0.1,-1.15120898,9884.87910169,-2.09558609,359,161.16075757,-0.01799612,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
288,1173,1,8,3,0.5,0.5,0,0.3,-1.16470709,9883.52929119,-2.30479773,163,239.00599939,-0.01590337,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
289,822,1,5,3,0.35,0.5,0,0.3,-1.16557151,9883.44284865,-2.19005058,178,246.33842494,-0.01296364,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
290,676,1,5,2,0.5,0.3,0,0.1,-1.17946328,9882.05367178,-1.22198999,334,163.52284665,-0.03432617,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
291,85,1,2,2.5,0.35,0.3,0.05,0.1,-1.1814477,9881.8552302,-1.54630426,271,124.49013683,-0.02170033,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
292,94,1,2,2.5,0.35,0.5,0.05,0.1,-1.1814477,9881.8552302,-1.54630426,271,124.49013683,-0.02170033,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
293,1224,1,8,4,0.35,0.3,0.1,0.3,-1.18189889,9881.8101108,-2.00150876,96,116.85243772,-0.01542784,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
294,103,1,2,2.5,0.35,0.8,0.05,0.1,-1.18677592,9881.32240764,-1.54630426,272,124.47337467,-0.02177933,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
295,1192,1,8,3,0.65,0.3,0.05,0.1,-1.1942865,9880.57134999,-1.48562316,160,79.05199926,-0.03606422,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
296,1208,1,8,3,0.65,0.8,0,0.2,-1.19634226,9880.36577405,-1.69166216,174,177.63759866,-0.02111413,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
297,1105,1,8,2.5,0.5,0.8,0.1,0.1,-1.20209944,9879.79005632,-1.39137429,188,88.85813145,-0.03237385,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
298,609,1,3,4,0.5,0.5,0.05,0.3,-1.2055228,9879.44771999,-1.8717271,149,196.51751429,-0.01532208,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
299,1256,1,8,4,0.5,0.5,0.05,0.2,-1.20680338,9879.31966153,-2.05639684,113,104.55253056,-0.02002357,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
300,824,1,5,3,0.35,0.5,0.05,0.2,-1.21205861,9878.79413899,-2.16529641,162,153.18914064,-0.01433239,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
301,926,1,5,4,0.5,0.3,0.1,0.2,-1.21799847,9878.20015301,-2.03009416,123,121.49858672,-0.01969166,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
302,1278,1,8,4,0.65,0.3,0.1,0.3,-1.22841023,9877.15897677,-2.22611542,107,144.94617134,-0.01872225,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
303,827,1,5,3,0.35,0.5,0.1,0.2,-1.23029341,9876.97065888,-2.87535867,154,136.7476155,-0.01385797,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
304,1075,1,8,2.5,0.35,0.8,0.05,0.1,-1.23129826,9876.87017385,-1.28951872,192,90.23890372,-0.02873249,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
305,1096,1,8,2.5,0.5,0.5,0.1,0.1,-1.23130382,9876.86961785,-1.42052273,187,88.06276129,-0.03350332,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
306,493,1,3,3,0.35,0.3,0.1,0.1,-1.23664232,9876.33576761,-1.66852625,189,88.86227379,-0.0284516,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
307,502,1,3,3,0.35,0.5,0.1,0.1,-1.23664232,9876.33576761,-1.66852625,189,88.86227379,-0.0284516,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
308,1087,1,8,2.5,0.5,0.3,0.1,0.1,-1.23847127,9876.15287327,-1.42767644,186,87.26332092,-0.03519273,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
309,1066,1,8,2.5,0.35,0.5,0.05,0.1,-1.25523956,9874.47604395,-1.34603036,191,90.22024941,-0.02861502,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
310,836,1,5,3,0.35,0.8,0.1,0.2,-1.26060525,9873.93947532,-2.87535867,156,139.89849427,-0.01421229,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
311,1126,1,8,2.5,0.65,0.8,0,0.1,-1.26236635,9873.76336496,-1.37102422,227,117.9260003,-0.03316702,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
312,1039,1,8,2,0.65,0.5,0.05,0.1,-1.26584718,9873.41528227,-1.31035753,277,127.18779359,-0.0245093,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
313,1048,1,8,2,0.65,0.8,0.05,0.1,-1.26584718,9873.41528227,-1.31035753,277,127.18779359,-0.0245093,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
314,1117,1,8,2.5,0.65,0.5,0,0.1,-1.27927026,9872.07297355,-1.37102422,226,117.13253313,-0.03394163,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
315,840,1,5,3,0.5,0.3,0,0.3,-1.28019136,9871.98086391,-1.93767325,185,266.85841897,-0.01482718,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
316,1072,1,8,2.5,0.35,0.8,0,0.1,-1.2864366,9871.35634007,-1.47550445,208,104.2549141,-0.03146987,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
317,685,1,5,2,0.5,0.5,0,0.1,-1.28960199,9871.03980135,-1.3320813,336,164.24052957,-0.03845202,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
318,591,1,3,4,0.35,0.8,0.05,0.3,-1.28985021,9871.01497865,-2.40072246,141,179.16744155,-0.01516213,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
319,1081,1,8,2.5,0.5,0.3,0,0.1,-1.29099097,9870.90090344,-1.33356223,217,114.79227147,-0.03556321,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
320,866,1,5,3,0.65,0.3,0,0.2,-1.29354729,9870.6452714,-1.72479544,194,199.7275364,-0.01836823,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
321,815,1,5,3,0.35,0.3,0.05,0.2,-1.29618603,9870.38139672,-2.16529651,162,153.14894951,-0.01544127,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
322,70,1,2,2,0.65,0.5,0.1,0.1,-1.29696136,9870.30386449,-2.33462186,337,146.61917896,-0.01957218,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
323,79,1,2,2,0.65,0.8,0.1,0.1,-1.29696136,9870.30386449,-2.33462186,337,146.61917896,-0.01957218,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
324,436,1,3,2.5,0.5,0.3,0.05,0.1,-1.29926409,9870.07359064,-1.60039497,263,126.42012568,-0.02786075,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
325,879,1,5,3,0.65,0.5,0.05,0.3,-1.29941937,9870.05806268,-2.1766598,180,244.65222751,-0.01444477,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
326,694,1,5,2,0.5,0.8,0,0.1,-1.30616628,9869.38337195,-1.34863846,337,164.23061977,-0.03912501,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
327,445,1,3,2.5,0.5,0.5,0.05,0.1,-1.30865604,9869.13439576,-1.60975827,265,127.21727187,-0.02816205,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
328,1063,1,8,2.5,0.35,0.5,0,0.1,-1.31036453,9868.96354672,-1.54024864,207,104.23458658,-0.03124615,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
329,61,1,2,2,0.65,0.3,0.1,0.1,-1.31306277,9868.69372327,-2.33462186,337,146.60577332,-0.01996374,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
330,40,1,2,2,0.5,0.5,0.05,0.1,-1.31472192,9868.52780776,-2.09562893,357,161.03734477,-0.0208063,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
331,49,1,2,2,0.5,0.8,0.05,0.1,-1.31472192,9868.52780776,-2.09562893,357,161.03734477,-0.0208063,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
332,1142,1,8,3,0.35,0.3,0.1,0.2,-1.31593993,9868.40600669,-2.0537222,130,109.73151938,-0.01861224,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
333,951,1,5,4,0.65,0.3,0.05,0.3,-1.31894707,9868.10529261,-2.45357033,135,179.09197768,-0.01723249,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
334,454,1,3,2.5,0.5,0.8,0.05,0.1,-1.32027723,9867.97227709,-1.60975827,266,127.99973847,-0.02825008,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
335,1265,1,8,4,0.5,0.8,0.05,0.2,-1.32428643,9867.57135715,-2.22267941,116,107.71614939,-0.0232445,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
336,888,1,5,3,0.65,0.8,0.05,0.3,-1.33396377,9866.60362311,-2.21089717,181,246.96744341,-0.01462312,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
337,31,1,2,2,0.5,0.3,0.05,0.1,-1.3367917,9866.32082983,-2.09562893,355,159.43094784,-0.02126658,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
338,1054,1,8,2.5,0.35,0.3,0,0.1,-1.33696669,9866.30333066,-1.41277461,204,102.61379695,-0.03449136,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
339,831,1,5,3,0.35,0.8,0,0.3,-1.34227048,9865.7729524,-2.16937461,180,249.43844754,-0.01486943,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
340,89,1,2,2.5,0.35,0.3,0.1,0.2,-1.34841514,9865.15848591,-2.1604294,244,211.04889074,-0.01896987,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
341,98,1,2,2.5,0.35,0.5,0.1,0.2,-1.34841514,9865.15848591,-2.1604294,244,211.04889074,-0.01896987,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
342,107,1,2,2.5,0.35,0.8,0.1,0.2,-1.34841514,9865.15848591,-2.1604294,244,211.04889074,-0.01896987,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
343,1057,1,8,2.5,0.35,0.3,0.05,0.1,-1.35238307,9864.7616927,-1.41053216,189,88.59361326,-0.03354993,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
344,833,1,5,3,0.35,0.8,0.05,0.2,-1.35288199,9864.7118011,-2.33814275,164,156.34101764,-0.01597784,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
345,280,1,2,4,0.5,0.5,0,0.1,-1.35858442,9864.14155812,-1.50335144,207,108.89226303,-0.03661325,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
346,289,1,2,4,0.5,0.8,0,0.1,-1.35858442,9864.14155812,-1.50335144,207,108.89226303,-0.03661325,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
347,1165,1,8,3,0.5,0.3,0.05,0.1,-1.35860836,9864.13916399,-1.61226991,154,75.82742816,-0.0370029,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
348,1174,1,8,3,0.5,0.5,0.05,0.1,-1.36033172,9863.9668279,-1.72845802,159,78.21266828,-0.03710693,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
349,364,1,3,2,0.5,0.5,0.05,0.1,-1.36257903,9863.7420972,-1.702204,328,151.87175786,-0.02800221,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
350,271,1,2,4,0.5,0.3,0,0.1,-1.36453645,9863.54635452,-1.50929474,205,107.30614231,-0.03722872,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
351,618,1,3,4,0.5,0.8,0.05,0.3,-1.36510993,9863.48900652,-2.03023808,151,198.75458386,-0.01715575,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
352,1140,1,8,3,0.35,0.3,0.05,0.3,-1.36656826,9863.34317448,-2.68551477,138,174.52794497,-0.01614338,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
353,1146,1,8,3,0.35,0.5,0,0.3,-1.3718837,9862.8116304,-2.35240573,154,213.28018738,-0.01721749,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
354,373,1,3,2,0.5,0.8,0.05,0.1,-1.37480083,9862.51991724,-1.702204,329,152.64907701,-0.02819686,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
355,944,1,5,4,0.5,0.8,0.1,0.2,-1.37602388,9862.39761155,-2.10976402,128,126.26571087,-0.02245323,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
356,576,1,3,4,0.35,0.3,0.1,0.3,-1.37915756,9862.08424377,-2.04486941,130,163.76423743,-0.01674999,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
357,585,1,3,4,0.35,0.5,0.1,0.3,-1.37915756,9862.08424377,-2.04486941,130,163.76423743,-0.01674999,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
358,487,1,3,3,0.35,0.3,0,0.1,-1.39916255,9860.08374469,-1.49258518,220,113.7843643,-0.03617455,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
359,496,1,3,3,0.35,0.5,0,0.1,-1.39916255,9860.08374469,-1.49258518,220,113.7843643,-0.03617455,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
360,511,1,3,3,0.35,0.8,0.1,0.1,-1.4009917,9859.9008302,-1.72379534,191,89.62860941,-0.03254444,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
361,1284,1,8,4,0.65,0.5,0.05,0.3,-1.40479161,9859.52083863,-2.26288799,115,152.78286988,-0.01863894,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
362,1287,1,8,4,0.65,0.5,0.1,0.3,-1.40494103,9859.5058975,-2.40891239,110,147.32886744,-0.01958614,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
363,1155,1,8,3,0.35,0.8,0,0.3,-1.40848513,9859.15148655,-2.35240573,155,215.64844363,-0.01795093,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
364,325,1,3,2,0.35,0.3,0,0.1,-1.41778475,9858.22152478,-1.54457387,340,163.93038343,-0.0375924,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
365,355,1,3,2,0.5,0.3,0.05,0.1,-1.41849023,9858.1509768,-1.702204,327,151.04972146,-0.02925868,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
366,287,1,2,4,0.5,0.5,0.1,0.2,-1.42121319,9857.87868081,-2.09045831,166,152.99144672,-0.02226568,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
367,296,1,2,4,0.5,0.8,0.1,0.2,-1.42121319,9857.87868081,-2.09045831,166,152.99144672,-0.02226568,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
368,935,1,5,4,0.5,0.5,0.1,0.2,-1.42262938,9857.73706218,-2.11128812,125,123.03984166,-0.02331712,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
369,754,1,5,2.5,0.35,0.8,0.1,0.1,-1.42505397,9857.49460347,-1.8922142,206,96.31799616,-0.02892819,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
370,283,1,2,4,0.5,0.5,0.05,0.1,-1.42766799,9857.23320075,-1.60368422,189,93.00614087,-0.04321587,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
371,292,1,2,4,0.5,0.8,0.05,0.1,-1.42766799,9857.23320075,-1.60368422,189,93.00614087,-0.04321587,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
372,906,1,5,4,0.35,0.5,0.05,0.3,-1.42981516,9857.01848358,-1.99245787,124,167.82164245,-0.01844447,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
373,960,1,5,4,0.65,0.5,0.05,0.3,-1.4328143,9856.71856979,-2.47949949,138,191.6464026,-0.01872602,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
374,278,1,2,4,0.5,0.3,0.1,0.2,-1.43492183,9856.50781725,-2.09045831,165,151.40683244,-0.0227962,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
375,597,1,3,4,0.5,0.3,0,0.3,-1.43748177,9856.25182254,-2.59919741,164,214.82949519,-0.01634743,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
376,985,1,8,2,0.35,0.5,0.05,0.1,-1.43917859,9856.08214102,-1.61572842,260,114.10855754,-0.02734508,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
377,994,1,8,2,0.35,0.8,0.05,0.1,-1.43917859,9856.08214102,-1.61572842,260,114.10855754,-0.02734508,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
378,334,1,3,2,0.35,0.5,0,0.1,-1.44265897,9855.73410323,-1.54457387,343,165.48680181,-0.03866289,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
379,274,1,2,4,0.5,0.3,0.05,0.1,-1.44388858,9855.61114211,-1.61987584,187,91.4197025,-0.04438009,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
380,463,1,3,2.5,0.65,0.3,0.05,0.1,-1.44483243,9855.51675697,-1.68514466,268,127.96518844,-0.03105327,1441,2026-07-05T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-volume-follow,mainnet,HYPE,1m,10000.0
