rank,run_id,volume_lookback,spike_multiplier,exit_volume_ratio,exit_bars,step_weight,max_abs_weight,min_price_move_pct,cooldown_bars,max_hold_bars,stop_loss_pct,take_profit_pct,max_trades_per_day,return_pct,final_equity,max_drawdown_pct,trades,total_fees,sharpe_per_bar,candles,start_time_utc,end_time_utc,strategy,network,coins,interval,initial_cash
107,678,13,3,0.4,4,0.03,0.3,0.1,20,120,0.3,0.4,100,-0.54798287,9945.20171335,-0.5652071,281,37.8296323,-0.06305971,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
108,695,13,3,0.4,4,0.03,0.3,0.1,20,120,0.8,0.4,60,-0.54900921,9945.09907863,-0.57649285,284,43.78001321,-0.04243667,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
109,696,13,3,0.4,4,0.03,0.3,0.1,20,120,0.8,0.4,100,-0.54900921,9945.09907863,-0.57649285,284,43.78001321,-0.04243667,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
110,577,13,3,0.4,4,0.03,0.3,0.1,10,60,0.5,0.4,30,-0.55043317,9944.9566828,-0.56917083,270,38.75805264,-0.05632258,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
111,709,13,3,0.4,4,0.03,0.3,0.1,20,240,0.3,1.2,30,-0.55187944,9944.81205605,-0.60764982,242,37.57176916,-0.05205228,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
112,679,13,3,0.4,4,0.03,0.3,0.1,20,120,0.3,0.8,30,-0.5565325,9944.34675035,-0.59536508,238,34.35279085,-0.05827278,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
113,664,13,3,0.4,4,0.03,0.3,0.1,20,60,0.5,1.2,30,-0.55778505,9944.22149548,-0.57252123,246,34.45761556,-0.06288721,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
114,571,13,3,0.4,4,0.03,0.3,0.1,10,60,0.3,0.8,30,-0.55821071,9944.17892867,-0.57694691,286,44.55123944,-0.05753963,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
115,683,13,3,0.4,4,0.03,0.3,0.1,20,120,0.3,1.2,60,-0.55893733,9944.10626697,-0.59976871,273,40.78525503,-0.04199745,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
116,684,13,3,0.4,4,0.03,0.3,0.1,20,120,0.3,1.2,100,-0.55893733,9944.10626697,-0.59976871,273,40.78525503,-0.04199745,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
117,457,13,3,0.4,4,0.03,0.3,0.05,20,120,0.8,1.2,30,-0.55958205,9944.04179535,-0.59935835,445,90.17739737,-0.04046432,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
118,568,13,3,0.4,4,0.03,0.3,0.1,10,60,0.3,0.4,30,-0.56561205,9943.43879477,-0.58434685,273,38.28892412,-0.06727563,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
119,706,13,3,0.4,4,0.03,0.3,0.1,20,240,0.3,0.8,30,-0.57602433,9942.3975675,-0.6148493,237,35.0745638,-0.0560442,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
120,631,13,3,0.4,4,0.03,0.3,0.1,10,240,0.5,0.4,30,-0.57910501,9942.08949856,-0.60137716,264,39.82734575,-0.05418634,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
121,430,13,3,0.4,4,0.03,0.3,0.05,20,60,0.8,1.2,30,-0.58023591,9941.97640909,-0.61701916,408,68.53372037,-0.05360413,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
122,484,13,3,0.4,4,0.03,0.3,0.05,20,240,0.8,1.2,30,-0.58425618,9941.57438224,-0.79645911,462,107.52985227,-0.03548216,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
123,691,13,3,0.4,4,0.03,0.3,0.1,20,120,0.5,1.2,30,-0.5862395,9941.37604963,-0.6151864,241,36.23126593,-0.04944141,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
124,426,13,3,0.4,4,0.03,0.3,0.05,20,60,0.8,0.4,100,-0.58870061,9941.12993865,-0.6119815,575,96.20839114,-0.05420287,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
125,682,13,3,0.4,4,0.03,0.3,0.1,20,120,0.3,1.2,30,-0.59109201,9940.89079917,-0.62965931,239,34.5750295,-0.05800075,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
126,604,13,3,0.4,4,0.03,0.3,0.1,10,120,0.5,0.4,30,-0.59514713,9940.48528748,-0.61560763,263,39.22499215,-0.05746889,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
127,461,13,3,0.4,4,0.03,0.3,0.05,20,240,0.3,0.4,60,-0.59595467,9940.40453312,-0.67441294,563,97.47072414,-0.05750543,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
128,722,13,3,0.4,4,0.03,0.3,0.1,20,240,0.8,0.4,60,-0.59625743,9940.37425694,-0.61402941,293,49.74547965,-0.0403398,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
129,723,13,3,0.4,4,0.03,0.3,0.1,20,240,0.8,0.4,100,-0.59625743,9940.37425694,-0.61402941,293,49.74547965,-0.0403398,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
130,184,13,3,0.4,4,0.03,0.3,0.03,20,60,0.8,0.8,30,-0.6036453,9939.63546965,-0.63833881,427,73.8034574,-0.05861754,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
131,487,13,3,0.4,4,0.03,0.3,0.1,5,60,0.3,0.4,30,-0.60598132,9939.40186786,-0.62870145,289,43.5546348,-0.06179122,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
132,490,13,3,0.4,4,0.03,0.3,0.1,5,60,0.3,0.8,30,-0.6085399,9939.14600987,-0.64000611,305,50.25999283,-0.05396071,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
133,470,13,3,0.4,4,0.03,0.3,0.05,20,240,0.5,0.4,60,-0.60893138,9939.10686186,-0.70292473,569,107.03484414,-0.04916799,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
134,434,13,3,0.4,4,0.03,0.3,0.05,20,120,0.3,0.4,60,-0.60963741,9939.03625933,-0.70308965,561,93.1594096,-0.06120031,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
135,211,13,3,0.4,4,0.03,0.3,0.03,20,120,0.8,0.8,30,-0.61167936,9938.83206401,-0.79318429,450,95.3502525,-0.04113902,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
136,575,13,3,0.4,4,0.03,0.3,0.1,10,60,0.3,1.2,60,-0.61431396,9938.56860422,-0.65596824,368,59.60582004,-0.04755038,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
137,576,13,3,0.4,4,0.03,0.3,0.1,10,60,0.3,1.2,100,-0.61431396,9938.56860422,-0.65596824,368,59.60582004,-0.04755038,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
138,496,13,3,0.4,4,0.03,0.3,0.1,5,60,0.5,0.4,30,-0.61474451,9938.52554869,-0.63746263,290,44.01317399,-0.05673887,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
139,613,13,3,0.4,4,0.03,0.3,0.1,10,120,0.8,0.4,30,-0.61622247,9938.37775313,-0.66056969,271,46.14384386,-0.04567426,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
140,471,13,3,0.4,4,0.03,0.3,0.05,20,240,0.5,0.4,100,-0.62065126,9937.93487416,-0.71463352,575,108.46496842,-0.04929974,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
141,559,13,3,0.4,4,0.03,0.3,0.1,5,240,0.8,0.4,30,-0.62094546,9937.90545389,-0.66009193,294,57.78938329,-0.03276228,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
142,607,13,3,0.4,4,0.03,0.3,0.1,10,120,0.5,0.8,30,-0.62710687,9937.28931343,-0.69330029,277,46.85466133,-0.04386775,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
143,410,13,3,0.4,4,0.03,0.3,0.05,20,60,0.3,0.8,60,-0.62835831,9937.1641687,-0.69603505,558,88.94416577,-0.06243564,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
144,510,13,3,0.4,4,0.03,0.3,0.1,5,60,0.8,0.8,100,-0.63112957,9936.88704317,-0.71688035,450,84.1712848,-0.02929618,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
145,509,13,3,0.4,4,0.03,0.3,0.1,5,60,0.8,0.8,60,-0.63146057,9936.85394263,-0.70924197,421,76.78013178,-0.03320309,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
146,715,13,3,0.4,4,0.03,0.3,0.1,20,240,0.5,0.8,30,-0.63171269,9936.82873112,-0.64341875,238,36.61184287,-0.05352537,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
147,444,13,3,0.4,4,0.03,0.3,0.05,20,120,0.5,0.4,100,-0.63400907,9936.59909321,-0.70365251,578,103.41652705,-0.05312102,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
148,175,13,3,0.4,4,0.03,0.3,0.03,20,60,0.5,0.8,30,-0.63412123,9936.58787682,-0.66565889,419,71.86046202,-0.06426921,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
149,593,13,3,0.4,4,0.03,0.3,0.1,10,60,0.8,1.2,60,-0.63415415,9936.58458539,-0.730115,383,68.39419293,-0.04283849,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
150,594,13,3,0.4,4,0.03,0.3,0.1,10,60,0.8,1.2,100,-0.63415415,9936.58458539,-0.730115,383,68.39419293,-0.04283849,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
151,492,13,3,0.4,4,0.03,0.3,0.1,5,60,0.3,0.8,100,-0.63531602,9936.46839781,-0.74282682,436,73.64557978,-0.03549982,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
152,202,13,3,0.4,4,0.03,0.3,0.03,20,120,0.5,0.8,30,-0.63590899,9936.40910063,-0.73737058,434,87.91956269,-0.05094257,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
153,640,13,3,0.4,4,0.03,0.3,0.1,10,240,0.8,0.4,30,-0.63662565,9936.33743535,-0.67580511,274,48.42797585,-0.03829697,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
154,443,13,3,0.4,4,0.03,0.3,0.05,20,120,0.5,0.4,60,-0.63966303,9936.03369717,-0.70930251,572,101.98039064,-0.05476055,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
155,425,13,3,0.4,4,0.03,0.3,0.05,20,60,0.8,0.4,60,-0.64177695,9935.8223046,-0.66504541,570,95.95028527,-0.05797233,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
156,413,13,3,0.4,4,0.03,0.3,0.05,20,60,0.3,1.2,60,-0.64538441,9935.46155892,-0.70393681,569,91.81321158,-0.0614805,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
157,595,13,3,0.4,4,0.03,0.3,0.1,10,120,0.3,0.4,30,-0.65110535,9934.88946519,-0.66982404,265,38.5127248,-0.07011906,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
158,622,13,3,0.4,4,0.03,0.3,0.1,10,240,0.3,0.4,30,-0.65178357,9934.82164252,-0.67050214,267,39.71429684,-0.06841556,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
159,462,13,3,0.4,4,0.03,0.3,0.05,20,240,0.3,0.4,100,-0.65298699,9934.70130099,-0.73140025,572,98.88674391,-0.06236935,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
160,550,13,3,0.4,4,0.03,0.3,0.1,5,240,0.5,0.4,30,-0.6531979,9934.68020951,-0.67590724,281,44.70825896,-0.04965418,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
161,724,13,3,0.4,4,0.03,0.3,0.1,20,240,0.8,0.8,30,-0.65344897,9934.6551031,-0.6783886,260,47.3438109,-0.03913583,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
162,502,13,3,0.4,4,0.03,0.3,0.1,5,60,0.5,1.2,30,-0.65524971,9934.47502904,-0.67795857,307,52.11808037,-0.05431612,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
163,579,13,3,0.4,4,0.03,0.3,0.1,10,60,0.5,0.4,100,-0.66366758,9933.63324243,-0.69339344,357,53.76768935,-0.05393741,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
164,608,13,3,0.4,4,0.03,0.3,0.1,10,120,0.5,0.8,60,-0.66415178,9933.58482156,-0.73499906,361,61.64797648,-0.03767268,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
165,609,13,3,0.4,4,0.03,0.3,0.1,10,120,0.5,0.8,100,-0.66415178,9933.58482156,-0.73499906,361,61.64797648,-0.03767268,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
166,411,13,3,0.4,4,0.03,0.3,0.05,20,60,0.3,0.8,100,-0.66469791,9933.53020932,-0.73234989,565,89.88908723,-0.06570973,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
167,692,13,3,0.4,4,0.03,0.3,0.1,20,120,0.5,1.2,60,-0.66626598,9933.37340215,-0.69518958,269,42.43905503,-0.05063184,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
168,693,13,3,0.4,4,0.03,0.3,0.1,20,120,0.5,1.2,100,-0.66626598,9933.37340215,-0.69518958,269,42.43905503,-0.05063184,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
169,165,13,3,0.4,4,0.03,0.3,0.03,20,60,0.3,0.4,100,-0.66790841,9933.20915875,-0.69237545,640,100.10362166,-0.0700012,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
170,578,13,3,0.4,4,0.03,0.3,0.1,10,60,0.5,0.4,60,-0.6706155,9932.93844983,-0.70033929,354,52.81387474,-0.05545788,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
171,598,13,3,0.4,4,0.03,0.3,0.1,10,120,0.3,0.8,30,-0.67093399,9932.90660092,-0.73456763,280,44.7415273,-0.05462647,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
172,718,13,3,0.4,4,0.03,0.3,0.1,20,240,0.5,1.2,30,-0.67207006,9932.79299354,-0.76124499,249,41.35968788,-0.05011631,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
173,716,13,3,0.4,4,0.03,0.3,0.1,20,240,0.5,0.8,60,-0.67266899,9932.73310087,-0.68437022,264,40.42603248,-0.05495792,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
174,717,13,3,0.4,4,0.03,0.3,0.1,20,240,0.5,0.8,100,-0.67266899,9932.73310087,-0.68437022,264,40.42603248,-0.05495792,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
175,725,13,3,0.4,4,0.03,0.3,0.1,20,240,0.8,0.8,60,-0.67277785,9932.72221459,-0.72525816,294,53.31091637,-0.03942964,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
176,726,13,3,0.4,4,0.03,0.3,0.1,20,240,0.8,0.8,100,-0.67277785,9932.72221459,-0.72525816,294,53.31091637,-0.03942964,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
177,523,13,3,0.4,4,0.03,0.3,0.1,5,120,0.5,0.4,30,-0.67491203,9932.50879657,-0.6976164,281,43.75986081,-0.05678462,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
178,547,13,3,0.4,4,0.03,0.3,0.1,5,240,0.3,1.2,30,-0.67598541,9932.40145892,-0.81014192,301,53.07651044,-0.04369513,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
179,435,13,3,0.4,4,0.03,0.3,0.05,20,120,0.3,0.4,100,-0.67649523,9932.35047665,-0.76988462,571,94.81186521,-0.06716175,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
180,414,13,3,0.4,4,0.03,0.3,0.05,20,60,0.3,1.2,100,-0.68034472,9931.96552756,-0.73887652,577,93.23604687,-0.06459364,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
181,193,13,3,0.4,4,0.03,0.3,0.03,20,120,0.3,0.8,30,-0.68129549,9931.87045078,-0.68129549,416,72.7135559,-0.06445022,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
182,499,13,3,0.4,4,0.03,0.3,0.1,5,60,0.5,0.8,30,-0.68369488,9931.63051228,-0.70639724,308,51.62853721,-0.0542149,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
183,625,13,3,0.4,4,0.03,0.3,0.1,10,240,0.3,0.8,30,-0.68396632,9931.60336795,-0.74759162,282,47.85224552,-0.05085149,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
184,610,13,3,0.4,4,0.03,0.3,0.1,10,120,0.5,1.2,30,-0.68656247,9931.34375338,-0.80177685,279,46.8195284,-0.04353828,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
185,697,13,3,0.4,4,0.03,0.3,0.1,20,120,0.8,0.8,30,-0.69021037,9930.97896288,-0.71975267,246,38.36575515,-0.05607789,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
186,166,13,3,0.4,4,0.03,0.3,0.03,20,60,0.3,0.8,30,-0.69291962,9930.70803816,-0.69291962,411,68.28574491,-0.07415974,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
187,626,13,3,0.4,4,0.03,0.3,0.1,10,240,0.3,0.8,60,-0.69335513,9930.66448697,-0.75697441,372,64.57569864,-0.04080946,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
188,728,13,3,0.4,4,0.03,0.3,0.1,20,240,0.8,1.2,60,-0.69384285,9930.61571484,-0.80404215,296,58.2994713,-0.03305567,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
189,729,13,3,0.4,4,0.03,0.3,0.1,20,240,0.8,1.2,100,-0.69384285,9930.61571484,-0.80404215,296,58.2994713,-0.03305567,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
190,164,13,3,0.4,4,0.03,0.3,0.03,20,60,0.3,0.4,60,-0.69711901,9930.28809875,-0.72157885,624,97.94511683,-0.07448828,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
191,507,13,3,0.4,4,0.03,0.3,0.1,5,60,0.8,0.4,100,-0.70182154,9929.81784577,-0.74237645,441,76.05179269,-0.04351094,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
192,464,13,3,0.4,4,0.03,0.3,0.05,20,240,0.3,0.8,60,-0.70431004,9929.56899644,-0.8390565,578,109.309036,-0.05529878,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
193,514,13,3,0.4,4,0.03,0.3,0.1,5,120,0.3,0.4,30,-0.7043927,9929.56072977,-0.72709033,280,42.82015263,-0.06276527,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
194,187,13,3,0.4,4,0.03,0.3,0.03,20,60,0.8,1.2,30,-0.70883836,9929.11616405,-0.71198221,428,74.74285448,-0.06173358,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
195,535,13,3,0.4,4,0.03,0.3,0.1,5,120,0.8,0.8,30,-0.71087329,9928.91267073,-0.75614125,307,59.5812823,-0.03535232,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
196,600,13,3,0.4,4,0.03,0.3,0.1,10,120,0.3,0.8,100,-0.71295113,9928.70488683,-0.77655786,374,63.37720435,-0.04330303,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
197,623,13,3,0.4,4,0.03,0.3,0.1,10,240,0.3,0.4,60,-0.71381265,9928.61873507,-0.73251953,348,51.64808009,-0.06676723,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
