rank,run_id,volume_lookback,spike_multiplier,exit_volume_ratio,exit_bars,step_weight,max_abs_weight,min_price_move_pct,cooldown_bars,max_hold_bars,stop_loss_pct,take_profit_pct,max_trades_per_day,return_pct,final_equity,max_drawdown_pct,trades,total_fees,sharpe_per_bar,candles,start_time_utc,end_time_utc,strategy,network,coins,interval,initial_cash
198,727,13,3,0.4,4,0.03,0.3,0.1,20,240,0.8,1.2,30,-0.71405407,9928.59459253,-0.80012312,266,50.89443808,-0.04078941,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
199,599,13,3,0.4,4,0.03,0.3,0.1,10,120,0.3,0.8,60,-0.7165604,9928.3439598,-0.78016482,372,62.42109418,-0.0433638,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
200,178,13,3,0.4,4,0.03,0.3,0.03,20,60,0.5,1.2,30,-0.71841801,9928.15819883,-0.71841801,420,73.26274191,-0.0663981,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
201,560,13,3,0.4,4,0.03,0.3,0.1,5,240,0.8,0.4,60,-0.71929447,9928.07055304,-0.7584022,406,79.30340618,-0.03420796,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
202,452,13,3,0.4,4,0.03,0.3,0.05,20,120,0.8,0.4,60,-0.71983428,9928.01657214,-0.74171329,581,108.62798516,-0.05197371,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
203,453,13,3,0.4,4,0.03,0.3,0.05,20,120,0.8,0.4,100,-0.71983428,9928.01657214,-0.74171329,581,108.62798516,-0.05197371,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
204,700,13,3,0.4,4,0.03,0.3,0.1,20,120,0.8,1.2,30,-0.72163682,9927.83631839,-0.73523799,250,40.64921441,-0.05713661,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
205,630,13,3,0.4,4,0.03,0.3,0.1,10,240,0.3,1.2,100,-0.72408091,9927.59190905,-1.00852244,373,69.95120056,-0.02936799,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
206,627,13,3,0.4,4,0.03,0.3,0.1,10,240,0.3,0.8,100,-0.7249428,9927.50572019,-0.78854184,377,66.00240538,-0.04285209,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
207,205,13,3,0.4,4,0.03,0.3,0.03,20,120,0.5,1.2,30,-0.72497347,9927.5026532,-0.79092376,438,91.47320484,-0.04653572,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
208,446,13,3,0.4,4,0.03,0.3,0.05,20,120,0.5,0.8,60,-0.72621867,9927.37813322,-0.85452473,593,114.74472888,-0.05310906,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
209,447,13,3,0.4,4,0.03,0.3,0.05,20,120,0.5,0.8,100,-0.72621867,9927.37813322,-0.85452473,593,114.74472888,-0.05310906,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
210,537,13,3,0.4,4,0.03,0.3,0.1,5,120,0.8,0.8,100,-0.72656711,9927.34328932,-0.77182791,436,90.39073601,-0.02956614,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
211,541,13,3,0.4,4,0.03,0.3,0.1,5,240,0.3,0.4,30,-0.72740532,9927.25946831,-0.75009768,279,42.81878134,-0.0638875,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
212,569,13,3,0.4,4,0.03,0.3,0.1,10,60,0.3,0.4,60,-0.73020317,9926.97968256,-0.74890696,357,50.21363553,-0.07565494,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
213,596,13,3,0.4,4,0.03,0.3,0.1,10,120,0.3,0.4,60,-0.7313727,9926.86273025,-0.75007627,345,49.96468817,-0.06922015,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
214,546,13,3,0.4,4,0.03,0.3,0.1,5,240,0.3,0.8,100,-0.73272168,9926.72783153,-0.83707166,435,80.77947355,-0.0347717,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
215,493,13,3,0.4,4,0.03,0.3,0.1,5,60,0.3,1.2,30,-0.73275232,9926.72476829,-0.75721041,306,50.45855608,-0.0623502,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
216,617,13,3,0.4,4,0.03,0.3,0.1,10,120,0.8,0.8,60,-0.73497092,9926.50290802,-0.7985643,371,70.49480463,-0.03868784,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
217,618,13,3,0.4,4,0.03,0.3,0.1,10,120,0.8,0.8,100,-0.73497092,9926.50290802,-0.7985643,371,70.49480463,-0.03868784,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
218,192,13,3,0.4,4,0.03,0.3,0.03,20,120,0.3,0.4,100,-0.73619811,9926.38018906,-0.79699633,642,107.35025375,-0.06817642,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
219,512,13,3,0.4,4,0.03,0.3,0.1,5,60,0.8,1.2,60,-0.73697916,9926.30208425,-0.76934098,423,79.16308456,-0.04017253,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
220,606,13,3,0.4,4,0.03,0.3,0.1,10,120,0.5,0.4,100,-0.73741665,9926.25833487,-0.75784788,345,52.80140711,-0.0553457,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
221,419,13,3,0.4,4,0.03,0.3,0.05,20,60,0.5,0.8,60,-0.73856121,9926.14387922,-0.75698563,559,93.55082459,-0.06386003,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
222,420,13,3,0.4,4,0.03,0.3,0.05,20,60,0.5,0.8,100,-0.73856121,9926.14387922,-0.75698563,559,93.55082459,-0.06386003,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
223,614,13,3,0.4,4,0.03,0.3,0.1,10,120,0.8,0.4,60,-0.73880094,9926.11990628,-0.81534987,351,59.9673153,-0.04581068,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
224,615,13,3,0.4,4,0.03,0.3,0.1,10,120,0.8,0.4,100,-0.73880094,9926.11990628,-0.81534987,351,59.9673153,-0.04581068,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
225,698,13,3,0.4,4,0.03,0.3,0.1,20,120,0.8,0.8,60,-0.73913925,9926.0860752,-0.77689265,279,44.0861876,-0.05675345,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
226,699,13,3,0.4,4,0.03,0.3,0.1,20,120,0.8,0.8,100,-0.73913925,9926.0860752,-0.77689265,279,44.0861876,-0.05675345,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
227,465,13,3,0.4,4,0.03,0.3,0.05,20,240,0.3,0.8,100,-0.74058108,9925.94189161,-0.87527832,582,110.01141106,-0.05790266,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
228,628,13,3,0.4,4,0.03,0.3,0.1,10,240,0.3,1.2,30,-0.74151323,9925.84867714,-0.86854302,283,49.47310595,-0.04785449,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
229,513,13,3,0.4,4,0.03,0.3,0.1,5,60,0.8,1.2,100,-0.74267539,9925.73246118,-0.82036973,452,87.4989796,-0.03467065,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
230,570,13,3,0.4,4,0.03,0.3,0.1,10,60,0.3,0.4,100,-0.74303107,9925.69689252,-0.76173245,365,51.88145764,-0.0744845,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
231,629,13,3,0.4,4,0.03,0.3,0.1,10,240,0.3,1.2,60,-0.74543757,9925.45624279,-1.02981791,371,68.99126877,-0.03045952,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
232,480,13,3,0.4,4,0.03,0.3,0.05,20,240,0.8,0.4,100,-0.75091207,9924.90879337,-0.79163887,590,120.82079319,-0.05005373,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
233,519,13,3,0.4,4,0.03,0.3,0.1,5,120,0.3,0.8,100,-0.75128483,9924.87151653,-0.86237503,435,78.62255521,-0.03632762,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
234,491,13,3,0.4,4,0.03,0.3,0.1,5,60,0.3,0.8,60,-0.75271569,9924.72843102,-0.78413626,416,69.82258351,-0.0504769,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
235,538,13,3,0.4,4,0.03,0.3,0.1,5,120,0.8,1.2,30,-0.75325264,9924.67473593,-0.81241434,309,61.9841748,-0.03779122,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
236,624,13,3,0.4,4,0.03,0.3,0.1,10,240,0.3,0.4,100,-0.75381455,9924.61854536,-0.77251389,352,52.11703157,-0.06939079,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
237,533,13,3,0.4,4,0.03,0.3,0.1,5,120,0.8,0.4,60,-0.75387038,9924.61296181,-0.82546683,404,75.82695585,-0.03678303,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
238,605,13,3,0.4,4,0.03,0.3,0.1,10,120,0.5,0.4,60,-0.75432798,9924.56720166,-0.77475573,343,52.55932542,-0.05651579,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
239,497,13,3,0.4,4,0.03,0.3,0.1,5,60,0.5,0.4,60,-0.76103707,9923.89629269,-0.78372175,393,61.15968638,-0.0577493,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
240,479,13,3,0.4,4,0.03,0.3,0.05,20,240,0.8,0.4,60,-0.76252221,9923.74777858,-0.80324425,586,119.62044009,-0.05148938,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
241,525,13,3,0.4,4,0.03,0.3,0.1,5,120,0.5,0.4,100,-0.76264594,9923.73540584,-0.86238127,402,65.43478242,-0.0375805,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
242,488,13,3,0.4,4,0.03,0.3,0.1,5,60,0.3,0.4,60,-0.76540966,9923.45903413,-0.78809334,399,60.97983965,-0.06588973,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
243,196,13,3,0.4,4,0.03,0.3,0.03,20,120,0.3,1.2,30,-0.76592997,9923.40700263,-0.76874323,426,75.43151099,-0.064785,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
244,517,13,3,0.4,4,0.03,0.3,0.1,5,120,0.3,0.8,30,-0.76678543,9923.32145715,-0.79283094,297,49.98470874,-0.058455,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
245,544,13,3,0.4,4,0.03,0.3,0.1,5,240,0.3,0.8,30,-0.77108778,9922.89122232,-0.79713216,299,51.88946119,-0.05612521,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
246,597,13,3,0.4,4,0.03,0.3,0.1,10,120,0.3,0.4,100,-0.77136752,9922.86324802,-0.79006355,349,50.4337732,-0.07182115,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
247,437,13,3,0.4,4,0.03,0.3,0.05,20,120,0.3,0.8,60,-0.77422077,9922.57792342,-0.90764207,570,101.65250024,-0.06222271,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
248,633,13,3,0.4,4,0.03,0.3,0.1,10,240,0.5,0.4,100,-0.77517835,9922.4821652,-0.79740657,346,54.11438999,-0.05749602,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
249,548,13,3,0.4,4,0.03,0.3,0.1,5,240,0.3,1.2,60,-0.77710112,9922.28988837,-1.0820784,419,79.96858486,-0.02641521,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
250,536,13,3,0.4,4,0.03,0.3,0.1,5,120,0.8,0.8,60,-0.78347919,9921.65208145,-0.82871404,419,85.82893668,-0.03230033,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
251,561,13,3,0.4,4,0.03,0.3,0.1,5,240,0.8,0.4,100,-0.78417978,9921.58202176,-0.82326196,427,82.62877095,-0.03678319,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
252,191,13,3,0.4,4,0.03,0.3,0.03,20,120,0.3,0.4,60,-0.7843566,9921.56434047,-0.84512532,628,105.18887175,-0.07385813,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
253,501,13,3,0.4,4,0.03,0.3,0.1,5,60,0.5,0.8,100,-0.78596711,9921.40328911,-0.95225218,425,74.22144792,-0.0404608,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
254,616,13,3,0.4,4,0.03,0.3,0.1,10,120,0.8,0.8,30,-0.78767064,9921.23293587,-0.85123026,285,53.54352031,-0.04895326,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
255,183,13,3,0.4,4,0.03,0.3,0.03,20,60,0.8,0.4,100,-0.78839509,9921.16049142,-0.79991962,637,105.25953904,-0.0735409,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
256,526,13,3,0.4,4,0.03,0.3,0.1,5,120,0.5,0.8,30,-0.79020551,9920.9794485,-0.82853085,297,49.4539737,-0.05694683,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
257,632,13,3,0.4,4,0.03,0.3,0.1,10,240,0.5,0.4,60,-0.79208325,9920.79167533,-0.81430769,344,53.87225215,-0.05864972,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
258,638,13,3,0.4,4,0.03,0.3,0.1,10,240,0.5,1.2,60,-0.79469076,9920.53092415,-1.12903624,364,72.78578579,-0.03016704,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
259,639,13,3,0.4,4,0.03,0.3,0.1,10,240,0.5,1.2,100,-0.79469076,9920.53092415,-1.12903624,364,72.78578579,-0.03016704,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
260,182,13,3,0.4,4,0.03,0.3,0.03,20,60,0.8,0.4,60,-0.79547511,9920.4524891,-0.80699882,633,104.77771698,-0.07503817,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
261,520,13,3,0.4,4,0.03,0.3,0.1,5,120,0.3,1.2,30,-0.79572337,9920.42766299,-0.86942358,301,51.63047354,-0.05669944,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
262,334,13,3,0.4,4,0.03,0.3,0.05,10,60,0.5,0.4,30,-0.79723037,9920.27696262,-0.8128988,442,78.73898987,-0.07045531,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
263,214,13,3,0.4,4,0.03,0.3,0.03,20,120,0.8,1.2,30,-0.79932502,9920.06749754,-0.92753524,457,96.95968981,-0.05186764,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
264,534,13,3,0.4,4,0.03,0.3,0.1,5,120,0.8,0.4,100,-0.8003696,9919.96304008,-0.87193251,438,84.64676525,-0.03747882,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
265,438,13,3,0.4,4,0.03,0.3,0.05,20,120,0.3,0.8,100,-0.80373072,9919.62692798,-0.93711235,573,102.11881648,-0.06435823,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
266,458,13,3,0.4,4,0.03,0.3,0.05,20,120,0.8,1.2,60,-0.81288169,9918.71183071,-1.04665831,638,136.65740782,-0.04679824,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
267,459,13,3,0.4,4,0.03,0.3,0.05,20,120,0.8,1.2,100,-0.81288169,9918.71183071,-1.04665831,638,136.65740782,-0.04679824,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
268,220,13,3,0.4,4,0.03,0.3,0.03,20,240,0.3,0.8,30,-0.81516743,9918.48325656,-0.81516743,425,78.42759285,-0.07290194,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
269,549,13,3,0.4,4,0.03,0.3,0.1,5,240,0.3,1.2,100,-0.81679341,9918.3206595,-1.12164868,433,82.57468161,-0.02754543,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
270,325,13,3,0.4,4,0.03,0.3,0.05,10,60,0.3,0.4,30,-0.81742178,9918.25782175,-0.83308702,424,68.25509737,-0.09293865,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
271,361,13,3,0.4,4,0.03,0.3,0.05,10,120,0.5,0.4,30,-0.81922658,9918.07734161,-0.83489154,451,89.74001705,-0.06370405,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
272,552,13,3,0.4,4,0.03,0.3,0.1,5,240,0.5,0.4,100,-0.82178354,9917.82164612,-0.92304083,401,66.37832007,-0.0399603,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
273,529,13,3,0.4,4,0.03,0.3,0.1,5,120,0.5,1.2,30,-0.82178824,9917.8211763,-0.89361897,303,53.48418814,-0.05264542,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
274,169,13,3,0.4,4,0.03,0.3,0.03,20,60,0.3,1.2,30,-0.825012,9917.49879971,-0.825012,414,70.37857632,-0.07938315,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
275,644,13,3,0.4,4,0.03,0.3,0.1,10,240,0.8,0.8,60,-0.8251906,9917.48094035,-0.89167873,387,83.71388601,-0.03243855,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
276,645,13,3,0.4,4,0.03,0.3,0.1,10,240,0.8,0.8,100,-0.8251906,9917.48094035,-0.89167873,387,83.71388601,-0.03243855,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
277,422,13,3,0.4,4,0.03,0.3,0.05,20,60,0.5,1.2,60,-0.82576141,9917.42385935,-0.8434003,570,95.78233256,-0.06887904,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
278,423,13,3,0.4,4,0.03,0.3,0.05,20,60,0.5,1.2,100,-0.82576141,9917.42385935,-0.8434003,570,95.78233256,-0.06887904,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
279,82,13,3,0.4,4,0.03,0.3,0.03,10,60,0.3,0.4,30,-0.8306635,9916.93364956,-0.84373352,466,88.93648342,-0.08074291,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
280,343,13,3,0.4,4,0.03,0.3,0.05,10,60,0.8,0.4,30,-0.83151966,9916.84803357,-0.85124236,444,81.40244166,-0.06580262,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
281,500,13,3,0.4,4,0.03,0.3,0.1,5,60,0.5,0.8,60,-0.83390297,9916.60970327,-0.88506061,410,70.16849239,-0.04905987,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
282,528,13,3,0.4,4,0.03,0.3,0.1,5,120,0.5,0.8,100,-0.83444891,9916.55510881,-0.94528445,416,74.22036274,-0.03867622,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
283,100,13,3,0.4,4,0.03,0.3,0.03,10,60,0.8,0.4,30,-0.83630693,9916.36930735,-0.84348493,484,96.42926225,-0.06302338,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
284,489,13,3,0.4,4,0.03,0.3,0.1,5,60,0.3,0.4,100,-0.84029021,9915.97097891,-0.86295677,416,63.11401376,-0.07127999,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
285,719,13,3,0.4,4,0.03,0.3,0.1,20,240,0.5,1.2,60,-0.84476046,9915.52395436,-0.93378035,280,49.44517885,-0.05678407,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
286,720,13,3,0.4,4,0.03,0.3,0.1,20,240,0.5,1.2,100,-0.84476046,9915.52395436,-0.93378035,280,49.44517885,-0.05678407,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
287,601,13,3,0.4,4,0.03,0.3,0.1,10,120,0.3,1.2,30,-0.84525594,9915.47440634,-0.8821548,282,46.12718174,-0.05873605,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
288,634,13,3,0.4,4,0.03,0.3,0.1,10,240,0.5,0.8,30,-0.84992932,9915.00706798,-0.91957187,282,49.82200316,-0.05488048,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
