time_utc,time_ms,coin,side,quantity,price,notional,fee,cash_after
2026-07-03T07:45:00+00:00,1783064700000,HYPE,buy,4.456261790525987,67.321,300.0,0.12,9699.88
2026-07-03T08:00:00+00:00,1783065600000,HYPE,sell,4.456261790525987,67.295,299.88413719344635,0.11995365487737854,9999.644183538569
2026-07-03T08:00:00+00:00,1783065600000,ETH,buy,0.17456672919162255,1718.5,299.99292411580336,0.11999716964632134,9699.531262253118
2026-07-03T08:04:00+00:00,1783065840000,BTC,buy,0.004853913077077878,61802.0,299.981535989567,0.11999261439582681,9399.429733649155
2026-07-03T08:04:00+00:00,1783065840000,ETH,sell,0.17456672919162255,1717.7,299.8532707324501,0.11994130829298004,9699.163063073313
2026-07-03T08:09:00+00:00,1783066140000,BTC,sell,0.004853913077077878,61780.0,299.8747499018713,0.11994989996074853,9998.917863075223
2026-07-03T08:21:00+00:00,1783066860000,ETH,buy,0.3495106739204855,1716.5,599.9350717845134,0.23997402871380535,9398.742817261995
2026-07-03T08:30:00+00:00,1783067400000,HYPE,sell,4.436822362875979,67.616,300.0001808882222,0.12000007235528888,9698.622998077863
2026-07-03T08:30:00+00:00,1783067400000,ETH,sell,0.3495106739204855,1720.3,601.2632123454113,0.2405052849381645,10299.645705138335
2026-07-03T08:31:00+00:00,1783067460000,HYPE,buy,4.436822362875979,67.506,299.51213042830585,0.11980485217132233,10000.013769857858
2026-07-03T08:31:00+00:00,1783067460000,BTC,buy,0.009714998372477806,61761.0,600.0080144826018,0.2400032057930407,9399.765752169464
2026-07-03T08:42:00+00:00,1783068120000,BTC,sell,0.009714998372477806,61789.0,600.2800344370312,0.24011201377481248,9999.80567459272
2026-07-03T08:42:00+00:00,1783068120000,ETH,buy,0.17420670901701113,1722.1,300.00137359819485,0.12000054943927793,9699.684300445086
2026-07-03T08:44:00+00:00,1783068240000,ETH,sell,0.17420670901701113,1731.6,301.65633733385647,0.12066253493354259,10001.219975244008
2026-07-03T09:10:00+00:00,1783069800000,ETH,buy,0.17364233998340195,1727.9,300.03659925732023,0.1200146397029281,9701.063361346985
2026-07-03T09:15:00+00:00,1783070100000,HYPE,buy,4.397957500805715,68.223,300.0418545774683,0.12001674183098733,9400.901490027687
2026-07-03T09:15:00+00:00,1783070100000,ETH,sell,0.17364233998340195,1729.6,300.331791235292,0.12013271649411679,9701.113148546485
2026-07-03T09:19:00+00:00,1783070340000,HYPE,sell,4.397957500805715,67.994,299.0347223097838,0.1196138889239135,10000.028256967344
2026-07-03T09:22:00+00:00,1783070520000,BTC,sell,0.004859021520691604,61741.0,300.0008477090203,0.12000033908360813,10299.90910433728
2026-07-03T09:31:00+00:00,1783071060000,BTC,buy,0.004859021520691604,61681.0,299.70930641777886,0.11988372256711155,10000.079914196933
2026-07-03T09:31:00+00:00,1783071060000,ETH,buy,0.347631510935788,1726.0,600.01198787517,0.240004795150068,9399.827921526612
2026-07-03T09:47:00+00:00,1783072020000,BTC,sell,0.009716703975793715,61755.0,600.0550540251409,0.24002202161005634,9999.642953530143
2026-07-03T09:47:00+00:00,1783072020000,ETH,sell,0.347631510935788,1729.1,601.089645559071,0.2404358582236284,10600.492163230989
2026-07-03T09:52:00+00:00,1783072320000,HYPE,buy,4.43715684827808,67.615,300.0183602963223,0.12000734411852892,10300.353795590549
2026-07-03T09:52:00+00:00,1783072320000,BTC,buy,0.009716703975793715,61737.0,599.8801533535766,0.23995206134143063,9700.23369017563
2026-07-03T09:52:00+00:00,1783072320000,ETH,buy,0.5208652088477819,1728.0,900.055080888967,0.36002203235558683,8799.818587254307
2026-07-03T10:14:00+00:00,1783073640000,HYPE,sell,4.43715684827808,68.039,301.8997147999923,0.12075988591999692,9101.59754216838
2026-07-03T10:14:00+00:00,1783073640000,ETH,buy,0.170644718636502,1736.4,296.30748944042205,0.11852299577616882,8805.171529732183
2026-07-03T10:17:00+00:00,1783073820000,BTC,sell,0.004864518616729182,61693.0,300.1067470218734,0.12004269880874936,9105.158234055247
2026-07-03T10:17:00+00:00,1783073820000,ETH,sell,0.6915099274842839,1733.0,1198.386704330264,0.47935468173210555,10303.065583703778
2026-07-03T10:20:00+00:00,1783074000000,BTC,buy,0.004864518616729182,61700.0,300.1407986521905,0.12005631946087619,10002.804728732126
2026-07-03T10:43:00+00:00,1783075380000,HYPE,buy,4.364035045910791,68.763,300.08414186196376,0.1200336567447855,9702.600553213417
2026-07-03T10:44:00+00:00,1783075440000,HYPE,sell,4.364035045910791,68.79,300.2019708082033,0.12008078832328133,10002.682443233296
2026-07-03T11:12:00+00:00,1783077120000,ETH,buy,0.17224226454884564,1742.2,300.0804732969989,0.12003218931879955,9702.481937746978
2026-07-03T11:13:00+00:00,1783077180000,BTC,sell,0.004838324406275988,62022.0,300.08255632604937,0.12003302253041975,10002.444461050496
2026-07-03T11:13:00+00:00,1783077180000,ETH,sell,0.17224226454884564,1743.3,300.2699397880026,0.12010797591520105,10302.594292862583
2026-07-03T11:25:00+00:00,1783077900000,HYPE,sell,4.331843341445025,69.27,300.0667882618969,0.12002671530475875,10602.541054409174
2026-07-03T11:25:00+00:00,1783077900000,BTC,buy,0.004838324406275988,62081.0,300.36801746601964,0.12014720698640785,10302.052889736167
2026-07-03T11:33:00+00:00,1783078380000,HYPE,buy,4.331843341445025,69.188,299.7115771078984,0.11988463084315935,10002.221427997425
2026-07-03T11:46:00+00:00,1783079160000,HYPE,sell,8.664558071117991,69.263,600.1332856798455,0.24005331427193818,10602.114660362999
2026-07-03T12:02:00+00:00,1783080120000,HYPE,buy,8.664558071117991,69.386,601.1990263225929,0.24047961052903716,10000.675154429877
2026-07-03T12:02:00+00:00,1783080120000,ETH,sell,0.17187641442553403,1745.6,300.0274690212122,0.12001098760848487,10300.58261246348
2026-07-03T12:08:00+00:00,1783080480000,HYPE,sell,4.3379810765798155,69.164,300.0321231805664,0.12001284927222655,10600.494722794774
2026-07-03T12:08:00+00:00,1783080480000,ETH,buy,0.17187641442553403,1742.6,299.51183977793556,0.11980473591117423,10300.863078280929
