time_utc,time_ms,coin,side,quantity,price,notional,fee,cash_after
2026-07-03T07:49:00+00:00,1783064940000,HYPE,buy,148.52440998678134,67.329,10000.0,4.0,-4.0
2026-07-03T07:50:00+00:00,1783065000000,HYPE,sell,0.05949370854031599,67.234,3.999999999999605,0.001599999999999842,-0.0016000000003946373
2026-07-03T09:36:00+00:00,1783071360000,HYPE,sell,148.46491627824102,67.583,10033.704436832362,4.013481774732945,10029.68935505763
2026-07-03T10:13:00+00:00,1783073580000,HYPE,buy,147.46073504848314,68.016,10029.68935505763,4.011875742023052,-4.011875742023052
2026-07-03T10:14:00+00:00,1783073640000,HYPE,sell,0.05896435488503471,68.039,4.011875742022877,0.0016047502968091507,-0.0016047502969841218
2026-07-03T12:19:00+00:00,1783081140000,HYPE,sell,147.4017706935981,69.01,10172.196195565206,4.0688784782260825,10168.125712336681
2026-07-03T13:05:00+00:00,1783083900000,HYPE,buy,146.86819453637256,69.233,10168.125712336681,4.067250284934673,-4.067250284934673
2026-07-03T13:06:00+00:00,1783083960000,HYPE,sell,0.058806736042896546,69.163,4.067250284934854,0.0016269001139739415,-0.0016269001137927531
2026-07-03T14:20:00+00:00,1783088400000,HYPE,sell,146.80938780032966,69.324,10177.413999870054,4.070965599948021,10173.341407369993
2026-07-03T14:44:00+00:00,1783089840000,HYPE,buy,145.83763019825673,69.758,10173.341407369993,4.069336562947997,-4.069336562947997
2026-07-03T14:45:00+00:00,1783089900000,HYPE,sell,0.05825821851036039,69.85,4.069336562948673,0.0016277346251794692,-0.0016277346245035654
2026-07-03T15:45:00+00:00,1783093500000,HYPE,sell,145.77937197974637,70.035,10209.658316601537,4.083863326640615,10205.572825540272
2026-07-03T16:28:00+00:00,1783096080000,HYPE,buy,144.9284675159799,70.418,10205.572825540272,4.082229130216109,-4.082229130216109
2026-07-03T16:29:00+00:00,1783096140000,HYPE,sell,0.057975503532247785,70.413,4.082229130216163,0.0016328916520864652,-0.0016328916520322863
2026-07-03T16:48:00+00:00,1783097280000,HYPE,sell,144.87049201244764,69.621,10086.028524398616,4.034411409759446,10081.992480097206
2026-07-03T17:17:00+00:00,1783099020000,HYPE,buy,143.55268937374993,70.232,10081.992480097204,4.0327969920388815,-4.0327969920370625
2026-07-03T17:18:00+00:00,1783099080000,HYPE,sell,0.05740391146335355,70.253,4.032796992034977,0.0016131187968139908,-0.0016131187988994338
2026-07-03T18:48:00+00:00,1783104480000,HYPE,sell,143.49528546228657,70.448,10108.955870247164,4.043582348098866,10104.910674780267
2026-07-03T20:19:00+00:00,1783109940000,HYPE,buy,143.75006294587476,70.295,10104.910674780267,4.041964269912107,-4.041964269912107
2026-07-03T20:20:00+00:00,1783110000000,HYPE,sell,0.05732632140907867,70.508,4.041964269911319,0.0016167857079645276,-0.001616785708752342
2026-07-03T21:12:00+00:00,1783113120000,HYPE,sell,143.69273662446568,70.637,10150.023836942382,4.060009534776953,10145.962210621898
2026-07-03T21:49:00+00:00,1783115340000,HYPE,buy,143.0519874603017,70.925,10145.962210621898,4.058384884248759,-4.058384884248759
2026-07-03T21:50:00+00:00,1783115400000,HYPE,sell,0.05722402228181522,70.921,4.058384884248618,0.001623353953699447,-0.0016233539538406674
2026-07-03T22:48:00+00:00,1783118880000,HYPE,sell,142.99476343801987,70.663,10104.438968820798,4.041775587528319,10100.395569879316
2026-07-03T22:49:00+00:00,1783118940000,HYPE,buy,142.51602282818766,70.872,10100.395569879316,4.040158227951727,-4.040158227951727
2026-07-03T22:50:00+00:00,1783119000000,HYPE,sell,0.05696943269623489,70.918,4.040158227951586,0.0016160632911806346,-0.0016160632913209667
2026-07-03T23:04:00+00:00,1783119840000,HYPE,sell,142.45905339549142,70.636,10062.737695643931,4.025095078257572,10058.710984502382
2026-07-03T23:37:00+00:00,1783121820000,HYPE,buy,142.03006148603356,70.821,10058.710984502382,4.023484393800953,-4.023484393800953
2026-07-03T23:38:00+00:00,1783121880000,HYPE,sell,0.056782358996883886,70.858,4.023484393801199,0.0016093937575204795,-0.001609393757274454
2026-07-04T00:10:00+00:00,1783123800000,HYPE,sell,141.97327912703668,70.944,10072.15231438849,4.028860925755396,10068.121844068977
2026-07-04T00:13:00+00:00,1783123980000,HYPE,buy,141.7765770702816,71.014,10068.121844068977,4.027248737627591,-4.027248737627591
2026-07-04T00:14:00+00:00,1783124040000,HYPE,sell,0.05664601923663781,71.095,4.027248737628765,0.0016108994950515061,-0.0016108994938773343
2026-07-04T01:07:00+00:00,1783127220000,HYPE,sell,141.71993105104497,70.676,10016.197846963654,4.006479138785462,10012.189756925376
2026-07-04T02:52:00+00:00,1783133520000,HYPE,buy,141.47305756489772,70.771,10012.189756925376,4.00487590277015,-4.00487590277015
2026-07-04T02:53:00+00:00,1783133580000,HYPE,sell,0.05637494232502149,71.04,4.004875902769527,0.0016019503611078107,-0.001601950361731312
2026-07-04T05:03:00+00:00,1783141380000,HYPE,sell,141.4166826225727,71.434,10101.959306460858,4.040783722584343,10097.916920787911
2026-07-04T05:50:00+00:00,1783144200000,HYPE,buy,141.1230248593777,71.554,10097.916920787911,4.039166768315164,-4.039166768315164
2026-07-04T05:51:00+00:00,1783144260000,HYPE,sell,0.056473676555981456,71.523,4.0391667683134616,0.0016156667073253847,-0.0016156667090280227
2026-07-04T06:26:00+00:00,1783146360000,HYPE,sell,141.0665511828217,70.81,9988.922489255605,3.995568995702242,9984.925304593193
2026-07-04T07:03:00+00:00,1783148580000,HYPE,buy,140.21999051514825,71.209,9984.925304593193,3.993970121837277,-3.993970121837277
2026-07-04T07:04:00+00:00,1783148640000,HYPE,sell,0.056058868172783605,71.246,3.9939701218381405,0.0015975880487352561,-0.0015975880478719467
2026-07-04T08:12:00+00:00,1783152720000,HYPE,sell,140.16393164697547,71.266,9988.922752753355,3.995569101101342,9984.925586064204
2026-07-04T09:30:00+00:00,1783157400000,HYPE,buy,140.69814964792374,70.967,9984.925586064204,3.9939702344256816,-3.9939702344256816
2026-07-04T09:31:00+00:00,1783157460000,HYPE,sell,0.0563634472336787,70.861,3.9939702344257064,0.0015975880937702826,-0.0015975880937454136
2026-07-04T09:32:00+00:00,1783157520000,HYPE,sell,140.64178620069006,70.766,9952.656642278034,3.9810626569112135,9948.67398203303
2026-07-04T10:09:00+00:00,1783159740000,HYPE,buy,139.8130047926842,71.157,9948.67398203303,3.9794695928132118,-3.9794695928132118
2026-07-04T10:10:00+00:00,1783159800000,HYPE,sell,0.055996026183947833,71.067,3.9794695928146204,0.0015917878371258481,-0.0015917878357171972
2026-07-04T10:34:00+00:00,1783161240000,HYPE,sell,139.75700876650026,70.716,9883.056631931831,3.9532226527727325,9879.101817491222
2026-07-04T11:45:00+00:00,1783165500000,HYPE,buy,139.73665192072227,70.698,9879.101817491222,3.951640726996489,-3.951640726996489
2026-07-04T11:46:00+00:00,1783165560000,HYPE,sell,0.055931844234294203,70.651,3.9516407269971197,0.0015806562907988478,-0.0015806562901682412
2026-07-04T12:57:00+00:00,1783169820000,HYPE,sell,139.68072007648797,70.907,9904.340818463532,3.9617363273854127,9900.377501479858
2026-07-04T13:24:00+00:00,1783171440000,HYPE,buy,139.05415182280203,71.198,9900.377501479858,3.960151000591943,-3.960151000591943
2026-07-04T13:25:00+00:00,1783171500000,HYPE,sell,0.05568579504742388,71.116,3.960151000592597,0.0015840604002370388,-0.0015840603995833395
2026-07-04T13:49:00+00:00,1783172940000,HYPE,sell,138.9984660277546,70.675,9823.716586511557,3.929486634604623,9819.785515816553
2026-07-04T14:31:00+00:00,1783175460000,HYPE,buy,138.74848836884382,70.774,9819.785515816553,3.927914206326621,-3.927914206326621
2026-07-04T14:32:00+00:00,1783175520000,HYPE,sell,0.05551194502851331,70.758,3.9279142063275447,0.0015711656825310178,-0.0015711656816073123
2026-07-04T15:00:00+00:00,1783177200000,HYPE,sell,138.6929764238153,70.518,9780.351311454608,3.9121405245818432,9776.437599764344
2026-07-04T15:17:00+00:00,1783178220000,HYPE,buy,137.84191187542254,70.925,9776.437599764344,3.9105750399057375,-3.9105750399057375
2026-07-04T15:18:00+00:00,1783178280000,HYPE,sell,0.05518967836493971,70.857,3.910575039904533,0.0015642300159618133,-0.0015642300171661832
2026-07-04T15:52:00+00:00,1783180320000,HYPE,sell,137.7867221970576,70.625,9731.187255167193,3.892474902066877,9727.29321603511
2026-07-04T17:34:00+00:00,1783186440000,HYPE,buy,137.6321978611567,70.676,9727.29321603511,3.890917286414044,-3.890917286414044
2026-07-04T17:35:00+00:00,1783186500000,HYPE,sell,0.05502251695418181,70.715,3.890917286414967,0.0015563669145659867,-0.0015563669136431694
2026-07-04T18:14:00+00:00,1783188840000,HYPE,sell,137.57717534420252,70.328,9675.527587607075,3.8702110350428303,9671.65582020512
2026-07-04T19:33:00+00:00,1783193580000,HYPE,buy,138.51477744335932,69.824,9671.65582020512,3.8686623280820482,-3.8686623280820482
2026-07-04T19:34:00+00:00,1783193640000,HYPE,sell,0.05535675711993804,69.886,3.8686623280839894,0.0015474649312335958,-0.0015474649292924819
2026-07-04T20:20:00+00:00,1783196400000,HYPE,sell,138.45942068623938,69.636,9641.760218906966,3.8567040875627865,9637.901967354474
2026-07-04T20:47:00+00:00,1783198020000,HYPE,buy,137.93851479661768,69.871,9637.901967354474,3.855160786941789,-3.855160786941789
2026-07-04T20:48:00+00:00,1783198080000,HYPE,sell,0.05523390384888671,69.797,3.8551607869407456,0.0015420643147762982,-0.0015420643158199079
2026-07-04T21:50:00+00:00,1783201800000,HYPE,sell,137.8832808927688,69.904,9638.59286752811,3.8554371470112443,9634.735888316784
2026-07-04T23:01:00+00:00,1783206060000,HYPE,buy,137.6017350764333,70.019,9634.735888316784,3.8538943553267133,-3.8538943553267133
2026-07-04T23:02:00+00:00,1783206120000,HYPE,sell,0.05511074439189656,69.93,3.853894355325327,0.0015415577421301308,-0.0015415577435165773
2026-07-04T23:19:00+00:00,1783207140000,HYPE,sell,137.5466243320414,69.651,9580.259931351015,3.832103972540406,9576.426285820731
2026-07-04T23:50:00+00:00,1783209000000,HYPE,buy,136.87257076037977,69.966,9576.426285820731,3.8305705143282927,-3.8305705143282927
2026-07-04T23:51:00+00:00,1783209060000,HYPE,sell,0.05476703193068033,69.943,3.8305705143275746,0.00153222820573103,-0.0015322282064491222
2026-07-05T00:07:00+00:00,1783210020000,HYPE,sell,136.8178037284491,69.687,9534.422288424432,3.813768915369773,9530.606987280855
2026-07-05T03:06:00+00:00,1783220760000,HYPE,buy,138.85523824294265,68.637,9530.606987280855,3.812242794912342,-3.812242794912342
2026-07-05T03:07:00+00:00,1783220820000,HYPE,sell,0.05550732083449361,68.68,3.8122427949130215,0.0015248971179652087,-0.0015248971172857522
