rank,run_id,volume_lookback,spike_multiplier,exit_volume_ratio,exit_bars,step_weight,max_abs_weight,return_pct,final_equity,max_drawdown_pct,trades,total_fees,sharpe_per_bar,candles,start_time_utc,end_time_utc,strategy,network,coins,interval,initial_cash
369,320,5,3,0.6,4,0.03,0.3,-1.12566289,9887.43371114,-1.48839475,986,117.07365524,-0.03177238,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
370,207,3,4,0.6,3,0.05,0.15,-1.12604667,9887.39533311,-1.15062175,635,126.44712615,-0.05094641,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
371,105,3,3,0.6,4,0.05,0.15,-1.12632836,9887.36716369,-1.29441378,537,106.81233109,-0.05203934,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
372,135,3,3.5,0.5,3,0.05,0.15,-1.12653418,9887.34658172,-1.15865583,613,122.02075805,-0.05163537,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
373,518,8,3,0.5,4,0.03,0.3,-1.12695667,9887.3043331,-1.49395125,1023,121.39568493,-0.02973234,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
374,441,8,2.5,0.4,3,0.05,0.15,-1.12812612,9887.18738805,-1.1652807,653,129.83603954,-0.05038496,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
375,370,5,3.5,0.6,3,0.05,0.3,-1.1284438,9887.15561994,-1.36102553,903,179.60979609,-0.02648127,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
376,285,5,3,0.4,4,0.05,0.15,-1.13082098,9886.91790236,-1.21299161,571,113.67733693,-0.05203551,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
377,849,13,4,0.6,2,0.05,0.15,-1.13094477,9886.90552332,-1.29615549,605,120.09967653,-0.04655131,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
378,344,5,3.5,0.5,2,0.03,0.3,-1.13104685,9886.89531517,-1.19912537,1248,148.21312044,-0.02895941,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
379,663,13,2.5,0.4,4,0.05,0.15,-1.13207487,9886.79251349,-1.16707045,527,104.84925793,-0.04888057,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
380,231,5,2.5,0.4,4,0.05,0.15,-1.13565819,9886.43418073,-1.17823818,553,110.11104087,-0.05244201,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
381,602,8,4,0.4,3,0.03,0.3,-1.13734889,9886.26511093,-1.39928081,1066,126.50336202,-0.02922828,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
382,524,8,3,0.6,2,0.03,0.3,-1.13813661,9886.18633865,-1.31867745,1230,146.11701543,-0.02900777,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
383,620,8,4,0.5,3,0.03,0.3,-1.14042273,9885.95772722,-1.44261181,1032,122.57873105,-0.02839683,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
384,632,8,4,0.6,2,0.03,0.3,-1.14129024,9885.87097649,-1.34610121,1163,138.10194538,-0.02821856,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
385,647,8,4,0.6,4,0.08,0.15,-1.1467894,9885.32106004,-1.27429601,442,133.10533705,-0.04648306,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
386,494,8,3,0.4,3,0.03,0.3,-1.14909611,9885.09038914,-1.32362646,1015,120.58738046,-0.02927066,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
387,436,8,2.5,0.4,2,0.05,0.3,-1.14922571,9885.0774289,-1.47399541,1127,223.83925773,-0.02934564,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
388,753,13,3,0.6,4,0.05,0.15,-1.1493134,9885.06865959,-1.25406192,555,110.48125962,-0.04901845,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
389,28,3,2.5,0.5,3,0.05,0.3,-1.14966855,9885.03314465,-1.46064777,786,156.15050864,-0.03058106,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
390,352,5,3.5,0.5,3,0.05,0.3,-1.15040416,9884.95958379,-1.44419412,805,160.02214895,-0.02647955,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
391,651,13,2.5,0.4,2,0.05,0.15,-1.15102665,9884.89733515,-1.21658345,724,143.77142622,-0.05087599,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
392,530,8,3,0.6,3,0.03,0.3,-1.15143344,9884.85665598,-1.50237796,1098,131.01522039,-0.02995885,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
393,289,5,3,0.5,2,0.03,0.15,-1.15235075,9884.76492533,-1.16626059,996,118.82902643,-0.05497511,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
394,536,8,3,0.6,4,0.03,0.3,-1.15394248,9884.60575219,-1.54785272,1071,127.10465993,-0.03138738,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
395,578,8,3.5,0.6,2,0.03,0.3,-1.15775085,9884.22491465,-1.31961465,1185,140.61503083,-0.02868662,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
396,523,8,3,0.6,2,0.03,0.15,-1.15951827,9884.04817317,-1.19481593,942,112.34143068,-0.05434629,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
397,46,3,2.5,0.6,3,0.05,0.3,-1.16236649,9883.76335131,-1.48143901,880,175.21518957,-0.03278936,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
398,685,13,2.5,0.6,2,0.03,0.15,-1.16324254,9883.67574569,-1.19577519,996,118.66937898,-0.05580277,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
399,735,13,3,0.5,4,0.05,0.15,-1.16390287,9883.60971298,-1.24458407,523,104.14360556,-0.04929714,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
400,165,3,4,0.4,2,0.05,0.15,-1.16424391,9883.57560872,-1.18805691,681,135.36888444,-0.05062431,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
401,124,3,3.5,0.4,4,0.05,0.3,-1.1672967,9883.27033001,-1.50681218,618,122.92814878,-0.03033829,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
402,127,3,3.5,0.5,2,0.03,0.15,-1.1711131,9882.88868962,-1.21716497,958,114.34640603,-0.05593996,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
403,99,3,3,0.6,3,0.05,0.15,-1.17126387,9882.87361297,-1.1916832,675,134.39577572,-0.05525804,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
404,629,8,4,0.5,4,0.08,0.15,-1.17141016,9882.85898391,-1.25509167,428,128.82172991,-0.04675787,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
405,253,5,2.5,0.6,2,0.03,0.15,-1.1724646,9882.75353985,-1.17707006,1034,123.34046399,-0.05769631,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
406,91,3,3,0.6,2,0.03,0.15,-1.17320113,9882.67988736,-1.22883966,995,118.77208039,-0.05741541,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
407,515,8,3,0.5,3,0.08,0.15,-1.17864464,9882.13553579,-1.19784219,515,156.87881832,-0.04909383,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
408,706,13,3,0.4,2,0.05,0.3,-1.18131968,9881.86803222,-1.48088992,1003,198.92773647,-0.02820449,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
409,327,5,3.5,0.4,2,0.05,0.15,-1.18299574,9881.70042617,-1.20228701,711,141.29196621,-0.0512404,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
410,153,3,3.5,0.6,3,0.05,0.15,-1.18863996,9881.13600423,-1.2090557,673,133.98954815,-0.05534904,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
411,290,5,3,0.5,2,0.03,0.3,-1.19097393,9880.90260676,-1.26444094,1262,149.95259069,-0.03097105,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
412,659,13,2.5,0.4,3,0.08,0.15,-1.19117219,9880.88278131,-1.27564427,462,140.14308121,-0.04859591,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
413,92,3,3,0.6,2,0.03,0.3,-1.19191199,9880.80880104,-1.34482208,1246,148.28867491,-0.03268496,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
414,362,5,3.5,0.6,2,0.03,0.3,-1.19376862,9880.62313811,-1.26105808,1217,144.53100241,-0.02956448,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
415,71,3,3,0.4,4,0.08,0.15,-1.19520471,9880.47952911,-1.28111216,366,112.27085719,-0.05130018,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
416,479,8,2.5,0.6,3,0.08,0.15,-1.19878694,9880.12130631,-1.23235084,540,164.83575381,-0.05116573,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
417,62,3,3,0.4,3,0.03,0.3,-1.19911474,9880.08852624,-1.50948402,871,103.34432334,-0.03380083,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
418,20,3,2.5,0.5,2,0.03,0.3,-1.19983086,9880.01691354,-1.29212499,1264,150.17787983,-0.03509693,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
419,543,8,3.5,0.4,2,0.05,0.15,-1.20129151,9879.87084908,-1.25088056,665,132.13096783,-0.05167862,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
420,680,13,2.5,0.5,4,0.03,0.3,-1.20487586,9879.5124136,-1.57202226,941,111.94153519,-0.03208273,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
421,141,3,3.5,0.5,4,0.05,0.15,-1.2063676,9879.3632395,-1.32385011,539,107.22202562,-0.05512415,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
422,833,13,4,0.5,2,0.08,0.15,-1.20826654,9879.17334612,-1.35882198,428,128.3038228,-0.04732905,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
423,681,13,2.5,0.5,4,0.05,0.15,-1.21049709,9878.95029144,-1.25820112,565,112.35039254,-0.05366997,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
424,633,8,4,0.6,2,0.05,0.15,-1.21189683,9878.81031716,-1.24991839,633,125.73029128,-0.05068538,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
425,605,8,4,0.4,3,0.08,0.15,-1.21267109,9878.7328915,-1.36655418,454,137.33901233,-0.04908216,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
426,713,13,3,0.4,3,0.08,0.15,-1.21406498,9878.59350189,-1.37088074,440,133.04129179,-0.0490939,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
427,279,5,3,0.4,3,0.05,0.15,-1.21638098,9878.36190168,-1.2558647,627,124.66372705,-0.05476496,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
428,73,3,3,0.5,2,0.03,0.15,-1.21655621,9878.34437887,-1.26093792,1010,120.5109451,-0.05972259,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
429,111,3,3.5,0.4,2,0.05,0.15,-1.21671152,9878.32884839,-1.24051109,699,138.90901446,-0.05403811,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
430,299,5,3,0.5,3,0.08,0.15,-1.21673494,9878.32650602,-1.25619707,542,165.56714479,-0.05233463,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
431,762,13,3.5,0.4,2,0.08,0.3,-1.21718425,9878.28157474,-1.66516393,731,222.63023924,-0.02652222,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
432,791,13,3.5,0.5,4,0.08,0.15,-1.21758974,9878.24102599,-1.30353513,384,115.69573881,-0.04816452,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
433,592,8,3.5,0.6,4,0.05,0.3,-1.21792933,9878.20706726,-1.56227602,874,173.63661414,-0.03017319,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
434,416,5,4,0.6,2,0.03,0.3,-1.21868166,9878.13183368,-1.28595116,1194,141.68752296,-0.0311515,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
435,864,13,4,0.6,4,0.08,0.3,-1.21935987,9878.06401347,-1.62843352,600,183.23058583,-0.02593953,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
436,551,8,3.5,0.4,3,0.08,0.15,-1.22003927,9877.99607295,-1.32990015,470,142.28646247,-0.05007661,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
437,307,5,3,0.6,2,0.03,0.15,-1.22085939,9877.91406066,-1.24151345,977,116.53438677,-0.05780771,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
438,844,13,4,0.5,4,0.05,0.3,-1.22234729,9877.76527131,-1.43712366,740,147.26923477,-0.02821662,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
439,599,8,4,0.4,2,0.08,0.15,-1.22262133,9877.73786685,-1.2809763,464,139.58181593,-0.04850287,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
440,497,8,3,0.4,3,0.08,0.15,-1.22507991,9877.49200949,-1.24993714,508,154.45084482,-0.05029017,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
441,417,5,4,0.6,2,0.05,0.15,-1.22638309,9877.36169091,-1.24795338,673,133.75923289,-0.05249819,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
442,37,3,2.5,0.6,2,0.03,0.15,-1.22764911,9877.23508948,-1.28325699,1087,129.66683976,-0.06262987,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
443,699,13,2.5,0.6,4,0.05,0.15,-1.22814154,9877.18584629,-1.32922978,585,116.25863465,-0.05465119,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
444,779,13,3.5,0.5,2,0.08,0.15,-1.23297051,9876.70294926,-1.34383159,446,134.24235983,-0.04926278,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
445,159,3,3.5,0.6,4,0.05,0.15,-1.23444235,9876.55576487,-1.38884777,553,109.95977832,-0.05692054,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
446,440,8,2.5,0.4,3,0.03,0.3,-1.2353968,9876.46031981,-1.40966627,982,116.98582642,-0.03221441,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
447,794,13,3.5,0.6,2,0.03,0.3,-1.23861813,9876.13818669,-1.65928577,1252,148.03397418,-0.03152449,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
448,171,3,4,0.4,3,0.05,0.15,-1.24312347,9875.68765316,-1.32484336,561,111.58344196,-0.05568661,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
449,584,8,3.5,0.6,3,0.03,0.3,-1.24537558,9875.46244171,-1.5671705,1102,131.55076464,-0.03176525,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
450,512,8,3,0.5,3,0.03,0.3,-1.24853087,9875.14691321,-1.54915537,1042,124.05066564,-0.03228628,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
451,398,5,4,0.5,2,0.03,0.3,-1.24928538,9875.0714621,-1.31846065,1243,147.52726443,-0.03285844,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
452,395,5,4,0.4,4,0.08,0.15,-1.25174507,9874.82549329,-1.31257916,404,122.3356716,-0.05083423,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
453,828,13,4,0.4,4,0.08,0.3,-1.25219297,9874.7807025,-1.58357006,588,179.61747104,-0.02667191,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
454,316,5,3,0.6,3,0.05,0.3,-1.25437272,9874.56272763,-1.56086673,937,186.37688364,-0.03081008,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
455,519,8,3,0.5,4,0.05,0.15,-1.25447568,9874.55243221,-1.27283569,583,115.98979445,-0.05427343,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
456,386,5,4,0.4,3,0.03,0.3,-1.25469699,9874.53030148,-1.52339315,995,118.17577598,-0.03209328,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
457,832,13,4,0.5,2,0.05,0.3,-1.25765689,9874.23431135,-1.80788573,928,183.84052808,-0.02849763,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
458,263,5,2.5,0.6,3,0.08,0.15,-1.2588758,9874.11242039,-1.3389168,612,187.07896251,-0.05439255,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
459,767,13,3.5,0.4,3,0.08,0.15,-1.25941014,9874.05898563,-1.33031785,418,126.19374356,-0.0503721,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
460,795,13,3.5,0.6,2,0.05,0.15,-1.26570194,9873.42980608,-1.34751508,645,128.01946507,-0.05343722,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
461,308,5,3,0.6,2,0.03,0.3,-1.27111589,9872.88841125,-1.37062714,1245,148.14634824,-0.03251338,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
462,399,5,4,0.5,2,0.05,0.15,-1.27229957,9872.77004315,-1.29157028,703,139.66343689,-0.05498288,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
463,506,8,3,0.5,2,0.03,0.3,-1.2743112,9872.56887957,-1.48197815,1237,146.74484629,-0.0330958,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
464,483,8,2.5,0.6,4,0.05,0.15,-1.27565167,9872.43483292,-1.34391696,603,119.91796353,-0.05654493,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
465,38,3,2.5,0.6,2,0.03,0.3,-1.27585524,9872.41447636,-1.38871087,1306,155.31268888,-0.03769792,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
466,225,5,2.5,0.4,3,0.05,0.15,-1.27901011,9872.09898903,-1.30064113,653,129.78421492,-0.05889092,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
467,332,5,3.5,0.4,3,0.03,0.3,-1.27913858,9872.08614236,-1.55110209,945,112.35519586,-0.03313287,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
468,74,3,3,0.5,2,0.03,0.3,-1.28118132,9871.8818675,-1.38257652,1255,148.93681516,-0.03591052,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
469,574,8,3.5,0.5,4,0.05,0.3,-1.28216293,9871.78370715,-1.53161396,824,163.69969881,-0.03172828,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
470,692,13,2.5,0.6,3,0.03,0.3,-1.28238878,9871.76112232,-1.71202494,1112,132.64314225,-0.03351824,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
471,856,13,4,0.6,3,0.05,0.3,-1.28348076,9871.65192414,-1.69050897,872,172.97316746,-0.02888914,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
472,840,13,4,0.5,3,0.08,0.3,-1.28641144,9871.35885594,-1.93951351,632,191.84638788,-0.02708582,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
473,808,13,3.5,0.6,4,0.05,0.3,-1.28714993,9871.28500725,-1.56255444,776,154.31578017,-0.02956514,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
474,341,5,3.5,0.4,4,0.08,0.15,-1.28804059,9871.19594058,-1.34322391,422,127.80038838,-0.05286656,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
475,722,13,3,0.5,2,0.03,0.3,-1.29196146,9870.80385445,-1.59102856,1332,157.56383421,-0.03459105,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
476,112,3,3.5,0.4,2,0.05,0.3,-1.29248893,9870.75110677,-1.35459177,948,188.24410569,-0.03137755,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
477,11,3,2.5,0.4,3,0.08,0.15,-1.29715435,9870.28456518,-1.45826434,514,157.5612532,-0.057304,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
478,489,8,3,0.4,2,0.05,0.15,-1.29786016,9870.21398388,-1.32491836,738,146.51096227,-0.05661455,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
479,273,5,3,0.4,2,0.05,0.15,-1.29845108,9870.15489239,-1.31771903,763,151.5253551,-0.05797258,4321,2026-07-03T07:17:00+00:00,2026-07-06T07:17:00+00:00,whale-market-maker-v2,mainnet,BTC,1m,10000.0
