time_utc,time_ms,coin,side,quantity,price,notional,fee,cash_after
2026-07-03T07:25:00+00:00,1783063500000,BTC,buy,0.03236455434008674,61796.0,2000.0000000000002,0.8,7999.2
2026-07-03T07:27:00+00:00,1783063620000,BTC,buy,0.032386202309489825,61764.0,2000.3013994433295,0.8001205597773318,5998.098479996893
2026-07-03T07:29:00+00:00,1783063740000,BTC,buy,0.032353458132641524,61779.0,1998.7642899764608,0.7995057159905843,3998.5346843044417
2026-07-03T07:44:00+00:00,1783064640000,BTC,sell,0.03240380362646439,61852.0,2004.2400619040754,0.8016960247616302,6001.973050183756
2026-07-03T07:47:00+00:00,1783064820000,BTC,sell,0.0323606390553987,61877.0,2002.3792628309056,0.8009517051323622,8003.551361309529
2026-07-03T07:52:00+00:00,1783065120000,BTC,buy,0.03234463014516666,61865.0,2001.0005439307356,0.8004002175722943,6001.750417161221
2026-07-03T07:56:00+00:00,1783065360000,BTC,sell,0.03233506128226258,61834.0,1999.4061793274243,0.7997624717309697,8000.356834016914
2026-07-03T07:58:00+00:00,1783065480000,BTC,sell,0.032349340963259074,61796.0,1999.0598741655576,0.7996239496662231,9998.617084232805
2026-07-03T07:59:00+00:00,1783065540000,BTC,sell,0.03236583987774639,61785.0,1999.7234168465607,0.7998893667386243,11997.540611712626
2026-07-03T08:01:00+00:00,1783065660000,BTC,sell,0.03234180871298435,61800.0,1998.7237784624328,0.7994895113849732,13995.464900663674
2026-07-03T08:07:00+00:00,1783066020000,BTC,buy,0.03236300671359571,61809.0,2000.3250819606371,0.8001300327842549,11994.339688670252
2026-07-03T08:13:00+00:00,1783066380000,BTC,buy,0.03234464187713503,61791.0,1998.6077662300506,0.7994431064920202,9994.93247933371
2026-07-03T08:17:00+00:00,1783066620000,BTC,sell,0.03233978023469136,61812.0,1998.9864958667424,0.799594598346697,11993.119380602104
2026-07-03T08:18:00+00:00,1783066680000,BTC,sell,0.03237229174836132,61782.0,2000.0249287972592,0.8000099715189037,13992.344299427843
2026-07-03T08:20:00+00:00,1783066800000,BTC,buy,0.09706991755609976,61776.0,5996.5912269456185,2.3986364907782476,7993.354435991446
2026-07-03T08:26:00+00:00,1783067160000,BTC,buy,0.03232891277522566,61792.0,1997.6681782067442,0.7990672712826977,5994.887190513418
2026-07-03T08:27:00+00:00,1783067220000,BTC,buy,0.03228103335120104,61850.0,1996.5819127717843,0.7986327651087137,3997.5066449765254
2026-07-03T08:31:00+00:00,1783067460000,BTC,buy,0.032386777405660205,61761.0,2000.23975935098,0.800095903740392,1996.466789721805
2026-07-03T08:33:00+00:00,1783067580000,BTC,sell,0.032356459172597773,61793.0,1999.4026816523342,0.7997610726609337,3995.069710301478
