rank,run_id,volume_lookback,spike_multiplier,exit_volume_ratio,exit_bars,step_weight,max_abs_weight,return_pct,final_equity,max_drawdown_pct,trades,total_fees,sharpe_per_bar,candles,start_time_utc,end_time_utc,strategy,network,coins,interval,initial_cash
297,793,13,3.5,0.6,2,0.03,0.15,-0.3386023,9966.13976955,-1.32735794,721,86.45046128,-0.00635971,4321,2026-07-03T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,HYPE,1m,10000.0
298,173,3,4,0.4,3,0.08,0.15,-0.34329871,9965.67012915,-1.39470669,394,120.51128021,-0.00615991,4321,2026-07-03T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,HYPE,1m,10000.0
299,679,13,2.5,0.5,4,0.03,0.15,-0.34939669,9965.06033101,-0.7721401,761,91.37557898,-0.00727527,4321,2026-07-03T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,HYPE,1m,10000.0
300,160,3,3.5,0.6,4,0.05,0.3,-0.35290565,9964.70943527,-1.52231358,780,156.03307699,-0.00365185,4321,2026-07-03T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,HYPE,1m,10000.0
301,185,3,4,0.5,2,0.08,0.15,-0.35568576,9964.43142385,-1.30837487,436,132.58184154,-0.0063227,4321,2026-07-03T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,HYPE,1m,10000.0
302,73,3,3,0.5,2,0.03,0.15,-0.3560135,9964.39865034,-1.31653819,897,107.62308933,-0.00739589,4321,2026-07-03T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,HYPE,1m,10000.0
303,745,13,3,0.6,3,0.03,0.15,-0.36667627,9963.33237326,-0.88319724,751,90.08773765,-0.00721965,4321,2026-07-03T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,HYPE,1m,10000.0
304,801,13,3.5,0.6,3,0.05,0.15,-0.36865165,9963.13483481,-1.0853147,455,90.92934997,-0.00667555,4321,2026-07-03T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,HYPE,1m,10000.0
305,203,3,4,0.6,2,0.08,0.15,-0.37321035,9962.67896519,-1.50193111,470,142.82629866,-0.00669011,4321,2026-07-03T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,HYPE,1m,10000.0
306,741,13,3,0.6,2,0.05,0.15,-0.37360751,9962.63924894,-1.27548026,553,110.12506075,-0.00677427,4321,2026-07-03T06:28:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,HYPE,1m,10000.0
